id,team1_id,team2_id,result,season_id,date
1631,41,49,4-2,1,2019-11-01
1632,50,48,4-4,1,2019-11-01
1633,51,47,1-1,1,2019-11-01
1634,52,46,3-2,1,2019-11-01
1635,53,45,1-4,1,2019-11-01
1636,54,44,4-4,1,2019-11-01
1637,55,43,3-3,1,2019-11-01
1638,56,42,4-3,1,2019-11-01
1639,57,60,0-0,1,2019-11-01
1640,58,59,0-1,1,2019-11-01
1641,41,48,0-2,1,2019-11-08
1642,49,47,1-2,1,2019-11-08
1643,50,46,0-0,1,2019-11-08
1644,51,45,4-4,1,2019-11-08
1645,52,44,3-3,1,2019-11-08
1646,53,43,2-0,1,2019-11-08
1647,54,42,0-3,1,2019-11-08
1648,55,60,1-1,1,2019-11-08
1649,56,59,2-2,1,2019-11-08
1650,57,58,2-3,1,2019-11-08
1651,41,47,4-3,1,2019-11-15
1652,48,46,1-4,1,2019-11-15
1653,49,45,4-2,1,2019-11-15
1654,50,44,2-2,1,2019-11-15
1655,51,43,1-0,1,2019-11-15
1656,52,42,2-0,1,2019-11-15
1657,53,60,0-3,1,2019-11-15
1658,54,59,0-1,1,2019-11-15
1659,55,58,3-1,1,2019-11-15
1660,56,57,2-1,1,2019-11-15
1661,41,46,0-1,1,2019-11-22
1662,47,45,0-2,1,2019-11-22
1663,48,44,3-3,1,2019-11-22
1664,49,43,1-0,1,2019-11-22
1665,50,42,3-1,1,2019-11-22
1666,51,60,4-4,1,2019-11-22
1667,52,59,2-3,1,2019-11-22
1668,53,58,2-3,1,2019-11-22
1669,54,57,2-4,1,2019-11-22
1670,55,56,1-2,1,2019-11-22
1671,41,45,4-2,1,2019-12-01
1672,46,44,0-1,1,2019-12-01
1673,47,43,2-0,1,2019-12-01
1674,48,42,3-2,1,2019-12-01
1675,49,60,3-4,1,2019-12-01
1676,50,59,0-2,1,2019-12-01
1677,51,58,0-1,1,2019-12-01
1678,52,57,1-1,1,2019-12-01
1679,53,56,4-2,1,2019-12-01
1680,54,55,0-1,1,2019-12-01
1681,41,44,3-2,1,2019-12-08
1682,45,43,4-4,1,2019-12-08
1683,46,42,3-3,1,2019-12-08
1684,47,60,0-2,1,2019-12-08
1685,48,59,1-2,1,2019-12-08
1686,49,58,0-1,1,2019-12-08
1687,50,57,2-3,1,2019-12-08
1688,51,56,4-0,1,2019-12-08
1689,52,55,2-3,1,2019-12-08
1690,53,54,4-3,1,2019-12-08
1691,41,43,1-3,1,2019-12-15
1692,44,42,1-0,1,2019-12-15
1693,45,60,1-2,1,2019-12-15
1694,46,59,4-3,1,2019-12-15
1695,47,58,2-4,1,2019-12-15
1696,48,57,0-3,1,2019-12-15
1697,49,56,0-4,1,2019-12-15
1698,50,55,3-0,1,2019-12-15
1699,51,54,4-4,1,2019-12-15
1700,52,53,0-1,1,2019-12-15
1701,41,42,0-0,1,2019-12-22
1702,43,60,4-4,1,2019-12-22
1703,44,59,2-2,1,2019-12-22
1704,45,58,4-0,1,2019-12-22
1705,46,57,3-0,1,2019-12-22
1706,47,56,1-1,1,2019-12-22
1707,48,55,1-4,1,2019-12-22
1708,49,54,3-2,1,2019-12-22
1709,50,53,3-3,1,2019-12-22
1710,51,52,2-3,1,2019-12-22
1711,60,41,0-4,1,2020-01-08
1712,59,42,3-4,1,2020-01-08
1713,58,43,4-0,1,2020-01-08
1714,57,44,1-0,1,2020-01-08
1715,56,45,4-4,1,2020-01-08
1716,55,46,0-0,1,2020-01-08
1717,54,47,4-3,1,2020-01-08
1718,53,48,0-4,1,2020-01-08
1719,52,49,3-1,1,2020-01-08
1720,51,50,0-2,1,2020-01-08
1721,59,41,1-4,1,2020-01-15
1722,58,60,4-0,1,2020-01-15
1723,57,42,4-0,1,2020-01-15
1724,56,43,2-0,1,2020-01-15
1725,55,44,0-0,1,2020-01-15
1726,54,45,0-4,1,2020-01-15
1727,53,46,0-3,1,2020-01-15
1728,52,47,2-3,1,2020-01-15
1729,51,48,3-2,1,2020-01-15
1730,50,49,0-1,1,2020-01-15
1731,58,41,4-0,1,2020-01-22
1732,57,59,2-4,1,2020-01-22
1733,56,60,2-3,1,2020-01-22
1734,55,42,3-3,1,2020-01-22
1735,54,43,3-1,1,2020-01-22
1736,53,44,0-1,1,2020-01-22
1737,52,45,0-3,1,2020-01-22
1738,51,46,3-1,1,2020-01-22
1739,50,47,0-2,1,2020-01-22
1740,49,48,0-3,1,2020-01-22
1741,57,41,3-0,1,2020-02-01
1742,56,58,4-3,1,2020-02-01
1743,55,59,1-0,1,2020-02-01
1744,54,60,0-2,1,2020-02-01
1745,53,42,4-3,1,2020-02-01
1746,52,43,0-4,1,2020-02-01
1747,51,44,3-0,1,2020-02-01
1748,50,45,0-0,1,2020-02-01
1749,49,46,0-4,1,2020-02-01
1750,48,47,0-1,1,2020-02-01
1751,56,41,0-0,1,2020-02-08
1752,55,57,1-2,1,2020-02-08
1753,54,58,4-3,1,2020-02-08
1754,53,59,2-3,1,2020-02-08
1755,52,60,2-0,1,2020-02-08
1756,51,42,2-4,1,2020-02-08
1757,50,43,4-2,1,2020-02-08
1758,49,44,3-4,1,2020-02-08
1759,48,45,2-4,1,2020-02-08
1760,47,46,2-4,1,2020-02-08
1761,55,41,0-3,1,2020-02-15
1762,54,56,4-4,1,2020-02-15
1763,53,57,0-2,1,2020-02-15
1764,52,58,0-0,1,2020-02-15
1765,51,59,2-1,1,2020-02-15
1766,50,60,0-3,1,2020-02-15
1767,49,42,2-0,1,2020-02-15
1768,48,43,3-4,1,2020-02-15
1769,47,44,4-2,1,2020-02-15
1770,46,45,4-3,1,2020-02-15
1771,54,41,1-0,1,2020-02-22
1772,53,55,4-0,1,2020-02-22
1773,52,56,4-1,1,2020-02-22
1774,51,57,1-1,1,2020-02-22
1775,50,58,4-4,1,2020-02-22
1776,49,59,1-2,1,2020-02-22
1777,48,60,2-4,1,2020-02-22
1778,47,42,3-4,1,2020-02-22
1779,46,43,0-2,1,2020-02-22
1780,45,44,1-4,1,2020-02-22
1781,53,41,0-3,1,2020-03-01
1782,52,54,4-3,1,2020-03-01
1783,51,55,1-0,1,2020-03-01
1784,50,56,0-3,1,2020-03-01
1785,49,57,4-4,1,2020-03-01
1786,48,58,3-2,1,2020-03-01
1787,47,59,3-1,1,2020-03-01
1788,46,60,2-3,1,2020-03-01
1789,45,42,0-1,1,2020-03-01
1790,44,43,0-0,1,2020-03-01
1791,52,41,2-3,1,2020-03-08
1792,51,53,4-1,1,2020-03-08
1793,50,54,4-0,1,2020-03-08
1794,49,55,0-2,1,2020-03-08
1795,48,56,4-2,1,2020-03-08
1796,47,57,2-0,1,2020-03-08
1797,46,58,1-2,1,2020-03-08
1798,45,59,3-3,1,2020-03-08
1799,44,60,3-4,1,2020-03-08
1800,43,42,2-3,1,2020-03-08
1801,51,41,2-4,1,2020-03-15
1802,50,52,4-0,1,2020-03-15
1803,49,53,1-3,1,2020-03-15
1804,48,54,4-3,1,2020-03-15
1805,47,55,1-3,1,2020-03-15
1806,46,56,2-2,1,2020-03-15
1807,45,57,4-4,1,2020-03-15
1808,44,58,0-4,1,2020-03-15
1809,43,59,0-3,1,2020-03-15
1810,42,60,4-2,1,2020-03-15
1811,50,41,1-2,1,2020-03-22
1812,49,51,0-0,1,2020-03-22
1813,48,52,3-4,1,2020-03-22
1814,47,53,3-0,1,2020-03-22
1815,46,54,4-0,1,2020-03-22
1816,45,55,3-2,1,2020-03-22
1817,44,56,4-2,1,2020-03-22
1818,43,57,3-2,1,2020-03-22
1819,42,58,3-4,1,2020-03-22
1820,60,59,2-4,1,2020-03-22
1821,49,41,4-1,1,2020-04-01
1822,48,50,0-3,1,2020-04-01
1823,47,51,0-2,1,2020-04-01
1824,46,52,4-2,1,2020-04-01
1825,45,53,0-3,1,2020-04-01
1826,44,54,1-1,1,2020-04-01
1827,43,55,0-2,1,2020-04-01
1828,42,56,1-4,1,2020-04-01
1829,60,57,3-0,1,2020-04-01
1830,59,58,0-2,1,2020-04-01
1831,48,41,1-3,1,2020-04-08
1832,47,49,0-1,1,2020-04-08
1833,46,50,2-1,1,2020-04-08
1834,45,51,1-2,1,2020-04-08
1835,44,52,4-0,1,2020-04-08
1836,43,53,2-0,1,2020-04-08
1837,42,54,2-4,1,2020-04-08
1838,60,55,1-2,1,2020-04-08
1839,59,56,1-2,1,2020-04-08
1840,58,57,2-2,1,2020-04-08
1841,47,41,1-2,1,2020-04-15
1842,46,48,0-2,1,2020-04-15
1843,45,49,1-4,1,2020-04-15
1844,44,50,1-3,1,2020-04-15
1845,43,51,3-4,1,2020-04-15
1846,42,52,0-0,1,2020-04-15
1847,60,53,3-4,1,2020-04-15
1848,59,54,4-1,1,2020-04-15
1849,58,55,2-0,1,2020-04-15
1850,57,56,2-4,1,2020-04-15
1851,46,41,4-1,1,2020-04-22
1852,45,47,1-4,1,2020-04-22
1853,44,48,2-4,1,2020-04-22
1854,43,49,3-4,1,2020-04-22
1855,42,50,4-2,1,2020-04-22
1856,60,51,3-3,1,2020-04-22
1857,59,52,1-4,1,2020-04-22
1858,58,53,0-4,1,2020-04-22
1859,57,54,3-3,1,2020-04-22
1860,56,55,1-0,1,2020-04-22
1861,45,41,1-3,1,2020-05-01
1862,44,46,0-1,1,2020-05-01
1863,43,47,1-4,1,2020-05-01
1864,42,48,3-1,1,2020-05-01
1865,60,49,2-0,1,2020-05-01
1866,59,50,1-1,1,2020-05-01
1867,58,51,1-3,1,2020-05-01
1868,57,52,2-1,1,2020-05-01
1869,56,53,1-1,1,2020-05-01
1870,55,54,0-3,1,2020-05-01
1871,44,41,1-4,1,2020-05-08
1872,43,45,3-4,1,2020-05-08
1873,42,46,3-3,1,2020-05-08
1874,60,47,4-4,1,2020-05-08
1875,59,48,0-1,1,2020-05-08
1876,58,49,3-0,1,2020-05-08
1877,57,50,4-3,1,2020-05-08
1878,56,51,3-0,1,2020-05-08
1879,55,52,1-3,1,2020-05-08
1880,54,53,4-0,1,2020-05-08
1881,43,41,2-4,1,2020-05-15
1882,42,44,1-1,1,2020-05-15
1883,60,45,2-3,1,2020-05-15
1884,59,46,2-2,1,2020-05-15
1885,58,47,3-0,1,2020-05-15
1886,57,48,3-3,1,2020-05-15
1887,56,49,1-0,1,2020-05-15
1888,55,50,1-1,1,2020-05-15
1889,54,51,2-1,1,2020-05-15
1890,53,52,2-1,1,2020-05-15
1891,42,41,1-1,1,2020-05-22
1892,60,43,4-2,1,2020-05-22
1893,59,44,3-2,1,2020-05-22
1894,58,45,4-4,1,2020-05-22
1895,57,46,3-2,1,2020-05-22
1896,56,47,0-4,1,2020-05-22
1897,55,48,1-3,1,2020-05-22
1898,54,49,0-0,1,2020-05-22
1899,53,50,1-4,1,2020-05-22
1900,52,51,1-4,1,2020-05-22
1901,61,80,0-2,1,2019-08-08
1902,62,79,3-1,1,2019-08-08
1903,63,78,0-2,1,2019-08-08
1904,64,77,3-0,1,2019-08-08
1905,65,76,1-1,1,2019-08-08
1906,66,75,3-3,1,2019-08-08
1907,67,74,4-0,1,2019-08-08
1908,68,73,3-2,1,2019-08-08
1909,69,72,0-2,1,2019-08-08
1910,70,71,0-0,1,2019-08-08
1911,61,79,4-3,1,2019-08-15
1912,80,78,2-4,1,2019-08-15
1913,62,77,0-4,1,2019-08-15
1914,63,76,3-1,1,2019-08-15
1915,64,75,0-2,1,2019-08-15
1916,65,74,0-1,1,2019-08-15
1917,66,73,4-4,1,2019-08-15
1918,67,72,4-0,1,2019-08-15
1919,68,71,3-3,1,2019-08-15
1920,69,70,2-0,1,2019-08-15
1921,61,78,2-3,1,2019-08-22
1922,79,77,1-0,1,2019-08-22
1923,80,76,0-3,1,2019-08-22
1924,62,75,3-3,1,2019-08-22
1925,63,74,1-0,1,2019-08-22
1926,64,73,1-0,1,2019-08-22
1927,65,72,2-1,1,2019-08-22
1928,66,71,4-3,1,2019-08-22
1929,67,70,3-3,1,2019-08-22
1930,68,69,0-1,1,2019-08-22
1931,61,77,1-0,1,2019-09-01
1932,78,76,4-4,1,2019-09-01
1933,79,75,2-2,1,2019-09-01
1934,80,74,1-4,1,2019-09-01
1935,62,73,1-1,1,2019-09-01
1936,63,72,0-3,1,2019-09-01
1937,64,71,2-3,1,2019-09-01
1938,65,70,0-0,1,2019-09-01
1939,66,69,3-0,1,2019-09-01
1940,67,68,0-3,1,2019-09-01
1941,61,76,0-3,1,2019-09-08
1942,77,75,4-4,1,2019-09-08
1943,78,74,3-2,1,2019-09-08
1944,79,73,3-0,1,2019-09-08
1945,80,72,3-0,1,2019-09-08
1946,62,71,1-1,1,2019-09-08
1947,63,70,4-2,1,2019-09-08
1948,64,69,4-0,1,2019-09-08
1949,65,68,3-1,1,2019-09-08
1950,66,67,4-3,1,2019-09-08
1951,61,75,1-3,1,2019-09-15
1952,76,74,0-1,1,2019-09-15
1953,77,73,1-0,1,2019-09-15
1954,78,72,1-3,1,2019-09-15
1955,79,71,4-1,1,2019-09-15
1956,80,70,0-3,1,2019-09-15
1957,62,69,1-2,1,2019-09-15
1958,63,68,4-2,1,2019-09-15
1959,64,67,0-2,1,2019-09-15
1960,65,66,2-0,1,2019-09-15
1961,61,74,1-2,1,2019-09-22
1962,75,73,3-3,1,2019-09-22
1963,76,72,4-4,1,2019-09-22
1964,77,71,4-1,1,2019-09-22
1965,78,70,4-0,1,2019-09-22
1966,79,69,2-2,1,2019-09-22
1967,80,68,1-4,1,2019-09-22
1968,62,67,1-0,1,2019-09-22
1969,63,66,0-0,1,2019-09-22
1970,64,65,1-1,1,2019-09-22
1971,61,73,4-4,1,2019-10-01
1972,74,72,1-0,1,2019-10-01
1973,75,71,0-1,1,2019-10-01
1974,76,70,2-0,1,2019-10-01
1975,77,69,3-1,1,2019-10-01
1976,78,68,4-3,1,2019-10-01
1977,79,67,4-0,1,2019-10-01
1978,80,66,2-1,1,2019-10-01
1979,62,65,0-3,1,2019-10-01
1980,63,64,4-0,1,2019-10-01
1981,61,72,0-4,1,2019-10-08
1982,73,71,2-2,1,2019-10-08
1983,74,70,2-1,1,2019-10-08
1984,75,69,0-4,1,2019-10-08
1985,76,68,4-3,1,2019-10-08
1986,77,67,3-3,1,2019-10-08
1987,78,66,3-0,1,2019-10-08
1988,79,65,0-0,1,2019-10-08
1989,80,64,0-2,1,2019-10-08
1990,62,63,0-3,1,2019-10-08
1991,61,71,0-3,1,2019-10-15
1992,72,70,2-4,1,2019-10-15
1993,73,69,2-2,1,2019-10-15
1994,74,68,4-4,1,2019-10-15
1995,75,67,1-0,1,2019-10-15
1996,76,66,3-2,1,2019-10-15
1997,77,65,3-0,1,2019-10-15
1998,78,64,0-2,1,2019-10-15
1999,79,63,1-4,1,2019-10-15
2000,80,62,0-1,1,2019-10-15
2001,61,70,4-2,1,2019-10-22
2002,71,69,4-0,1,2019-10-22
2003,72,68,1-4,1,2019-10-22
2004,73,67,1-4,1,2019-10-22
2005,74,66,3-1,1,2019-10-22
2006,75,65,1-1,1,2019-10-22
2007,76,64,1-4,1,2019-10-22
2008,77,63,3-0,1,2019-10-22
2009,78,62,4-0,1,2019-10-22
2010,79,80,2-1,1,2019-10-22
2011,61,69,1-2,1,2019-11-01
2012,70,68,0-2,1,2019-11-01
2013,71,67,4-4,1,2019-11-01
2014,72,66,0-0,1,2019-11-01
2015,73,65,3-0,1,2019-11-01
2016,74,64,4-1,1,2019-11-01
2017,75,63,0-3,1,2019-11-01
2018,76,62,3-2,1,2019-11-01
2019,77,80,0-0,1,2019-11-01
2020,78,79,2-4,1,2019-11-01
2021,61,68,2-1,1,2019-11-08
2022,69,67,3-3,1,2019-11-08
2023,70,66,1-3,1,2019-11-08
2024,71,65,0-1,1,2019-11-08
2025,72,64,2-2,1,2019-11-08
2026,73,63,0-1,1,2019-11-08
2027,74,62,1-2,1,2019-11-08
2028,75,80,2-2,1,2019-11-08
2029,76,79,4-1,1,2019-11-08
2030,77,78,2-0,1,2019-11-08
2031,61,67,0-4,1,2019-11-15
2032,68,66,0-1,1,2019-11-15
2033,69,65,3-1,1,2019-11-15
2034,70,64,1-2,1,2019-11-15
2035,71,63,1-4,1,2019-11-15
2036,72,62,2-1,1,2019-11-15
2037,73,80,0-0,1,2019-11-15
2038,74,79,4-3,1,2019-11-15
2039,75,78,2-3,1,2019-11-15
2040,76,77,0-3,1,2019-11-15
2041,61,66,2-2,1,2019-11-22
2042,67,65,0-2,1,2019-11-22
2043,68,64,4-3,1,2019-11-22
2044,69,63,1-3,1,2019-11-22
2045,70,62,2-2,1,2019-11-22
2046,71,80,1-1,1,2019-11-22
2047,72,79,2-1,1,2019-11-22
2048,73,78,1-2,1,2019-11-22
2049,74,77,1-2,1,2019-11-22
2050,75,76,3-1,1,2019-11-22
2051,61,65,0-0,1,2019-12-01
2052,66,64,0-3,1,2019-12-01
2053,67,63,1-4,1,2019-12-01
2054,68,62,4-1,1,2019-12-01
2055,69,80,3-3,1,2019-12-01
2056,70,79,2-4,1,2019-12-01
2057,71,78,3-4,1,2019-12-01
2058,72,77,0-0,1,2019-12-01
2059,73,76,4-2,1,2019-12-01
2060,74,75,4-4,1,2019-12-01
2061,61,64,4-1,1,2019-12-08
2062,65,63,1-2,1,2019-12-08
2063,66,62,2-4,1,2019-12-08
2064,67,80,2-2,1,2019-12-08
2065,68,79,0-3,1,2019-12-08
2066,69,78,0-4,1,2019-12-08
2067,70,77,0-1,1,2019-12-08
2068,71,76,3-4,1,2019-12-08
2069,72,75,4-4,1,2019-12-08
2070,73,74,2-1,1,2019-12-08
2071,61,63,4-1,1,2019-12-15
2072,64,62,4-3,1,2019-12-15
2073,65,80,3-4,1,2019-12-15
2074,66,79,2-4,1,2019-12-15
2075,67,78,0-0,1,2019-12-15
2076,68,77,3-4,1,2019-12-15
2077,69,76,1-3,1,2019-12-15
2078,70,75,1-1,1,2019-12-15
2079,71,74,0-2,1,2019-12-15
2080,72,73,3-2,1,2019-12-15
2081,61,62,4-4,1,2019-12-22
2082,63,80,3-1,1,2019-12-22
2083,64,79,4-2,1,2019-12-22
2084,65,78,2-2,1,2019-12-22
2085,66,77,3-4,1,2019-12-22
2086,67,76,4-2,1,2019-12-22
2087,68,75,4-1,1,2019-12-22
2088,69,74,2-4,1,2019-12-22
2089,70,73,1-4,1,2019-12-22
2090,71,72,4-3,1,2019-12-22
2091,80,61,4-4,1,2020-01-08
2092,79,62,4-2,1,2020-01-08
2093,78,63,0-0,1,2020-01-08
2094,77,64,2-2,1,2020-01-08
2095,76,65,0-3,1,2020-01-08
2096,75,66,1-0,1,2020-01-08
2097,74,67,1-4,1,2020-01-08
2098,73,68,1-4,1,2020-01-08
2099,72,69,0-2,1,2020-01-08
2100,71,70,3-4,1,2020-01-08
2101,79,61,0-3,1,2020-01-15
2102,78,80,2-4,1,2020-01-15
2103,77,62,0-2,1,2020-01-15
2104,76,63,1-2,1,2020-01-15
2105,75,64,1-1,1,2020-01-15
2106,74,65,1-4,1,2020-01-15
2107,73,66,4-0,1,2020-01-15
2108,72,67,1-2,1,2020-01-15
2109,71,68,0-1,1,2020-01-15
2110,70,69,4-3,1,2020-01-15
2111,78,61,2-0,1,2020-01-22
2112,77,79,4-3,1,2020-01-22
2113,76,80,4-1,1,2020-01-22
2114,75,62,2-1,1,2020-01-22
2115,74,63,0-1,1,2020-01-22
2116,73,64,3-0,1,2020-01-22
2117,72,65,4-2,1,2020-01-22
2118,71,66,4-4,1,2020-01-22
2119,70,67,0-2,1,2020-01-22
2120,69,68,4-1,1,2020-01-22
2121,77,61,0-4,1,2020-02-01
2122,76,78,3-4,1,2020-02-01
2123,75,79,3-4,1,2020-02-01
2124,74,80,1-1,1,2020-02-01
2125,73,62,0-4,1,2020-02-01
2126,72,63,3-0,1,2020-02-01
2127,71,64,4-4,1,2020-02-01
2128,70,65,1-4,1,2020-02-01
2129,69,66,0-2,1,2020-02-01
2130,68,67,4-2,1,2020-02-01
2131,76,61,0-4,1,2020-02-08
2132,75,77,2-3,1,2020-02-08
2133,74,78,0-2,1,2020-02-08
2134,73,79,1-0,1,2020-02-08
2135,72,80,2-2,1,2020-02-08
2136,71,62,2-4,1,2020-02-08
2137,70,63,1-4,1,2020-02-08
2138,69,64,0-4,1,2020-02-08
2139,68,65,0-0,1,2020-02-08
2140,67,66,0-2,1,2020-02-08
2141,75,61,2-2,1,2020-02-15
2142,74,76,3-0,1,2020-02-15
2143,73,77,1-1,1,2020-02-15
2144,72,78,4-3,1,2020-02-15
2145,71,79,3-2,1,2020-02-15
2146,70,80,1-3,1,2020-02-15
2147,69,62,3-1,1,2020-02-15
2148,68,63,0-4,1,2020-02-15
2149,67,64,1-3,1,2020-02-15
2150,66,65,4-4,1,2020-02-15
2151,74,61,2-2,1,2020-02-22
2152,73,75,4-3,1,2020-02-22
2153,72,76,1-3,1,2020-02-22
2154,71,77,1-4,1,2020-02-22
2155,70,78,1-2,1,2020-02-22
2156,69,79,1-1,1,2020-02-22
2157,68,80,1-1,1,2020-02-22
2158,67,62,1-3,1,2020-02-22
2159,66,63,3-2,1,2020-02-22
2160,65,64,0-0,1,2020-02-22
2161,73,61,0-2,1,2020-03-01
2162,72,74,1-3,1,2020-03-01
2163,71,75,1-4,1,2020-03-01
2164,70,76,4-4,1,2020-03-01
2165,69,77,4-0,1,2020-03-01
2166,68,78,0-3,1,2020-03-01
2167,67,79,2-1,1,2020-03-01
2168,66,80,1-1,1,2020-03-01
2169,65,62,3-1,1,2020-03-01
2170,64,63,0-1,1,2020-03-01
2171,72,61,2-2,1,2020-03-08
2172,71,73,1-1,1,2020-03-08
2173,70,74,1-3,1,2020-03-08
2174,69,75,2-1,1,2020-03-08
2175,68,76,0-2,1,2020-03-08
2176,67,77,0-1,1,2020-03-08
2177,66,78,3-2,1,2020-03-08
2178,65,79,2-1,1,2020-03-08
2179,64,80,4-0,1,2020-03-08
2180,63,62,2-1,1,2020-03-08
2181,71,61,1-1,1,2020-03-15
2182,70,72,0-2,1,2020-03-15
2183,69,73,0-1,1,2020-03-15
2184,68,74,2-3,1,2020-03-15
2185,67,75,1-0,1,2020-03-15
2186,66,76,1-2,1,2020-03-15
2187,65,77,0-1,1,2020-03-15
2188,64,78,0-0,1,2020-03-15
2189,63,79,3-4,1,2020-03-15
2190,62,80,4-3,1,2020-03-15
2191,70,61,0-2,1,2020-03-22
2192,69,71,2-2,1,2020-03-22
2193,68,72,2-2,1,2020-03-22
2194,67,73,1-2,1,2020-03-22
2195,66,74,3-4,1,2020-03-22
2196,65,75,4-2,1,2020-03-22
2197,64,76,3-1,1,2020-03-22
2198,63,77,2-3,1,2020-03-22
2199,62,78,1-0,1,2020-03-22
2200,80,79,1-0,1,2020-03-22
2201,69,61,1-4,1,2020-04-01
2202,68,70,0-0,1,2020-04-01
2203,67,71,0-4,1,2020-04-01
2204,66,72,3-2,1,2020-04-01
2205,65,73,4-4,1,2020-04-01
2206,64,74,1-1,1,2020-04-01
2207,63,75,3-1,1,2020-04-01
2208,62,76,0-0,1,2020-04-01
2209,80,77,3-2,1,2020-04-01
2210,79,78,2-3,1,2020-04-01
2211,68,61,3-0,1,2020-04-08
2212,67,69,0-4,1,2020-04-08
2213,66,70,4-3,1,2020-04-08
2214,65,71,2-4,1,2020-04-08
2215,64,72,1-2,1,2020-04-08
2216,63,73,1-4,1,2020-04-08
2217,62,74,0-4,1,2020-04-08
2218,80,75,1-0,1,2020-04-08
