id,personal_data_id,position,season_id
1940,345,"CB
",1
1941,346,"CB
",1
1942,347,ST,1
1943,348,"RM
",1
1944,349,"CM
",1
1945,350,"RB
",1
1946,351,"RM
",1
1947,352,"RM
",1
1948,353,"GK
",1
1949,354,ST,1
1950,355,ST,1
1951,356,"RM
",1
1952,357,"CM
",1
1953,358,"CM
",1
1954,359,"CM
",1
1955,360,"CB
",1
1956,361,"CB
",1
1957,362,ST,1
1958,363,"LM
",1
1959,364,"GK
",1
1960,365,ST,1
1961,366,"GK
",1
1962,367,"LM
",1
1963,368,"LB
",1
1964,369,"RM
",1
1965,370,ST,1
1966,371,"GK
",1
1967,372,ST,1
1968,373,ST,1
1969,374,"GK
",1
1970,375,"LB
",1
1971,376,"RB
",1
1972,377,"LM
",1
1973,378,"CB
",1
1974,379,"RB
",1
1975,380,"RB
",1
1976,381,"RM
",1
1977,382,"RB
",1
1978,383,"LM
",1
1979,384,"LB
",1
1980,385,"CM
",1
1981,386,"RB
",1
1982,387,"LM
",1
1983,388,"RM
",1
1984,389,"LB
",1
1985,390,ST,1
1986,391,ST,1
1987,392,"LB
",1
1988,393,"LB
",1
1989,394,"CB
",1
1990,395,"RM
",1
1991,396,"RM
",1
1992,397,"RM
",1
1993,398,ST,1
1994,399,"GK
",1
1995,400,"RB
",1
1996,401,"GK
",1
1997,402,"CM
",1
1998,403,ST,1
1999,404,"LM
",1
2000,405,ST,1
2001,406,"CB
",1
2002,407,"RM
",1
2003,408,"GK
",1
2004,409,ST,1
2005,410,"GK
",1
2006,411,"RB
",1
2007,412,"GK
",1
2008,413,"CM
",1
2009,414,"LB
",1
2010,415,"RB
",1
2011,416,ST,1
2012,417,"GK
",1
2013,418,ST,1
2014,419,"LM
",1
2015,420,"CB
",1
2016,421,"RB
",1
2017,422,"RM
",1
2018,423,"LM
",1
2019,424,ST,1
2020,425,"CB
",1
2021,426,"RM
",1
2022,427,"LB
",1
2023,428,"GK
",1
2024,429,"LM
",1
2025,430,"RM
",1
2026,431,"CB
",1
2027,432,"GK
",1
2028,433,"RM
",1
2029,434,"CB
",1
2030,435,ST,1
2031,436,"RB
",1
2032,437,"GK
",1
2033,438,ST,1
2034,439,"CM
",1
2035,440,"LM
",1
2036,441,"CM
",1
2037,442,"CB
",1
2038,443,"CM
",1
2039,444,ST,1
2040,445,ST,1
2041,446,"GK
",1
2042,447,"LB
",1
2043,448,"CM
",1
2044,449,"LM
",1
2045,450,"GK
",1
2046,451,"GK
",1
2047,452,"LB
",1
2048,453,"CM
",1
2049,454,"RM
",1
2050,455,"GK
",1
2051,456,"CM
",1
2052,457,"GK
",1
2053,458,"RB
",1
2054,459,"CB
",1
2055,460,"CM
",1
2056,461,"RM
",1
2057,462,"RM
",1
2058,463,"LM
",1
2059,464,"GK
",1
2060,465,"GK
",1
2061,466,ST,1
2062,467,"LM
",1
2063,468,"GK
",1
2064,469,"CB
",1
2065,470,"GK
",1
2066,471,"LM
",1
2067,472,"CM
",1
2068,473,"LM
",1
2069,474,"RM
",1
2070,475,"GK
",1
2071,476,"RB
",1
2072,477,"LB
",1
2073,478,"LB
",1
2074,479,"LB
",1
2075,480,"LB
",1
2076,481,ST,1
2077,482,"RM
",1
2078,483,"GK
",1
2079,484,"RB
",1
2080,485,"RM
",1
2081,486,"GK
",1
2082,487,"RB
",1
2083,488,"RM
",1
2084,489,ST,1
2085,490,"LB
",1
2086,491,"LM
",1
2087,492,"RM
",1
2088,493,"RB
",1
2089,494,"CM
",1
2090,495,"CB
",1
2091,496,"CM
",1
2092,497,"LB
",1
2093,498,"CB
",1
2094,499,ST,1
2095,500,"CM
",1
2096,501,"RB
",1
2097,502,"CB
",1
2098,503,"RM
",1
2099,504,"CM
",1
2100,505,"GK
",1
2101,506,"LB
",1
2102,507,"GK
",1
2103,508,"RM
",1
2104,509,"RM
",1
2105,510,"LM
",1
2106,511,"LB
",1
2107,512,"LB
",1
2108,513,"CM
",1
2109,514,"RM
",1
2110,515,"CB
",1
2111,516,"RM
",1
2112,517,ST,1
2113,518,"CM
",1
2114,519,ST,1
2115,520,"GK
",1
2116,521,"LB
",1
2117,522,"LB
",1
2118,523,"CB
",1
2119,524,"RB
",1
2120,525,"LB
",1
2121,526,"CB
",1
2122,527,"LM
",1
2123,528,"GK
",1
2124,529,"CB
",1
2125,530,ST,1
2126,531,"LM
",1
2127,532,"LM
",1
2128,533,"LB
",1
2129,534,"RB
",1
2130,535,"CB
",1
2131,536,"RM
",1
2132,537,"CM
",1
2133,538,"RB
",1
2134,539,ST,1
2135,540,"RM
",1
2136,541,ST,1
2137,542,"RB
",1
2138,543,ST,1
2139,544,"RB
",1
2140,545,"RM
",1
2141,546,"RM
",1
2142,547,"GK
",1
2143,548,"CM
",1
2144,549,"RM
",1
2145,550,"CB
",1
2146,551,"CM
",1
2147,552,"CM
",1
2148,553,"LM
",1
2149,554,"RM
",1
2150,555,"CM
",1
2151,556,"CB
",1
2152,557,"CB
",1
2153,558,"LB
",1
2154,559,"GK
",1
2155,560,"RM
",1
2156,561,"LB
",1
2157,562,"RM
",1
2158,563,"CM
",1
2159,564,"LB
",1
2160,565,"RM
",1
2161,566,"RB
",1
2162,567,"CM
",1
2163,568,"LB
",1
2164,569,"RB
",1
2165,570,"CM
",1
2166,571,"LB
",1
2167,572,"CB
",1
2168,573,"GK
",1
2169,574,"CB
",1
2170,575,"RB
",1
2171,576,"GK
",1
2172,577,ST,1
2173,578,"CM
",1
2174,579,ST,1
2175,580,"RB
",1
2176,581,"RM
",1
2177,582,"LM
",1
2178,583,ST,1
2179,584,"RM
",1
2180,585,"LM
",1
2181,586,"LM
",1
2182,587,"CM
",1
2183,588,"RM
",1
2184,589,"LM
",1
2185,590,"GK
",1
2186,591,"LB
",1
2187,592,ST,1
2188,593,"CB
",1
2189,594,"CB
",1
2190,595,"CB
",1
2191,596,"CB
",1
2192,597,"GK
",1
2193,598,"CM
",1
2194,599,"LM
",1
2195,600,"CB
",1
2196,601,ST,1
2197,602,"LB
",1
2198,603,ST,1
2199,604,"CB
",1
2200,605,"CB
",1
2201,606,"RM
",1
2202,607,"CB
",1
2203,608,"LB
",1
2204,609,"LB
",1
2205,610,"GK
",1
2206,611,"LM
",1
2207,612,"CB
",1
2208,613,"RB
",1
2209,614,"GK
",1
2210,615,"CB
",1
2211,616,"LB
",1
2212,617,"LB
",1
2213,618,"GK
",1
2214,619,"LB
",1
2215,620,"CM
",1
2216,621,"LB
",1
2217,622,"RB
",1
2218,623,"CB
",1
2219,624,"RM
",1
2220,625,ST,1
2221,626,ST,1
2222,627,"CM
",1
2223,628,ST,1
2224,629,ST,1
2225,630,"GK
",1
2226,631,"LM
",1
2227,632,"RM
",1
2228,633,"CB
",1
2229,634,"LM
",1
2230,635,"GK
",1
2231,636,ST,1
2232,637,"RM
",1
2233,638,ST,1
2234,639,"CM
",1
2235,640,"LM
",1
2236,641,"RB
",1
2237,642,"GK
",1
2238,643,"LM
",1
2239,644,"GK
",1
2240,645,ST,1
2241,646,"RM
",1
2242,647,"RB
",1
2243,648,"LB
",1
2244,649,"RM
",1
2245,650,"CM
",1
2246,651,"GK
",1
2247,652,ST,1
2248,653,"GK
",1
2249,654,ST,1
2250,655,"CB
",1
2251,656,"LM
",1
2252,657,"GK
",1
2253,658,"CB
",1
2254,659,"RB
",1
2255,660,"CB
",1
2256,661,"LM
",1
2257,662,"CB
",1
2258,663,"RM
",1
2259,664,"CM
",1
2260,665,ST,1
2261,666,"CM
",1
2262,667,"RB
",1
2263,668,"RM
",1
2264,669,"LM
",1
2265,670,"RB
",1
2266,671,"CM
",1
2267,672,"CB
",1
2268,673,"LM
",1
2269,674,"CM
",1
2270,675,"LM
",1
2271,676,"LM
",1
2272,677,ST,1
2273,678,ST,1
2274,679,"RM
",1
2275,680,"GK
",1
2276,681,"LB
",1
2277,682,"RB
",1
2278,683,ST,1
2279,684,"RM
",1
2280,685,ST,1
2281,686,ST,1
2282,687,ST,1
2283,688,"GK
",1
2284,689,"RM
",1
2285,690,ST,1
2286,691,"LM
",1
2287,692,"GK
",1
2288,693,"LB
",1
2289,694,"GK
",1
2290,695,ST,1
2291,696,"CM
",1
2292,697,"RM
",1
2293,698,ST,1
2294,699,ST,1
2295,700,"GK
",1
2296,701,"RM
",1
2297,702,"GK
",1
2298,703,"CM
",1
2299,704,"RM
",1
2300,705,"LB
",1
2301,706,"CM
",1
2302,707,"CM
",1
2303,708,"RM
",1
2304,709,"LM
",1
2305,710,ST,1
2306,711,"GK
",1
2307,712,"CB
",1
2308,713,"RM
",1
2309,714,"CM
",1
2310,715,"RM
",1
2311,716,"GK
",1
2312,717,"RM
",1
2313,718,"RM
",1
2314,719,"CM
",1
2315,720,"LB
",1
2316,721,"LB
",1
2317,722,"RB
",1
2318,723,ST,1
2319,724,"CM
",1
2320,725,ST,1
2321,726,"LB
",1
2322,727,"CM
",1
2323,728,"RB
",1
2324,729,"GK
",1
2325,730,"LB
",1
2326,731,"RB
",1
2327,732,"LM
",1
2328,733,"CM
",1
2329,734,ST,1
2330,735,"RB
",1
2331,736,"GK
",1
2332,737,"RB
",1
2333,738,"GK
",1
2334,739,"RB
",1
2335,740,ST,1
2336,741,"LM
",1
2337,742,ST,1
2338,743,"GK
",1
2339,744,"RB
",1
2340,745,"LM
",1
2341,746,"CB
",1
2342,747,ST,1
2343,748,"LM
",1
2344,749,"CM
",1
2345,750,"RB
",1
2346,751,"RM
",1
2347,752,"GK
",1
2348,753,"GK
",1
2349,754,"LB
",1
2350,755,ST,1
2351,756,"RM
",1
2352,757,"LB
",1
2353,758,"LM
",1
2354,759,"GK
",1
2355,760,"CM
",1
2356,761,"GK
",1
2357,762,"RM
",1
2358,763,"LB
",1
2359,764,"LM
",1
2360,765,"LB
",1
2361,766,"RB
",1
2362,767,"LB
",1
2363,768,"GK
",1
2364,769,"LB
",1
2365,770,"CM
",1
2366,771,"GK
",1
2367,772,"RM
",1
2368,773,"RB
",1
2369,774,"RM
",1
2370,775,ST,1
2371,776,"LM
",1
2372,777,"RM
",1
2373,778,"RB
",1
2374,779,ST,1
2375,780,"LB
",1
2376,781,ST,1
2377,782,"LB
",1
2378,783,"LB
",1
2379,784,"LB
",1
2380,785,ST,1
2381,786,"CM
",1
2382,787,"LM
",1
2383,788,"CB
",1
2384,789,ST,1
2385,790,"RB
",1
2386,791,"LB
",1
2387,792,"RM
",1
2388,793,"LM
",1
2389,794,ST,1
2390,795,"RM
",1
2391,796,"GK
",1
2392,797,"RM
",1
2393,798,"LM
",1
2394,799,"CB
",1
2395,800,"RB
",1
2396,1596,"RM
",1
2397,1597,"RM
",1
2398,1598,ST,1
2399,1599,"LM
",1
2400,1600,"GK
",1
2401,1601,ST,1
2402,1602,"LB
",1
2403,1603,"RM
",1
2404,1604,"CM
",1
2405,1605,"RB
",1
2406,1606,ST,1
2407,1607,"GK
",1
2408,1608,"RB
",1
2409,1609,"LM
",1
2410,1610,"GK
",1
2411,1611,"LB
",1
2412,1612,"RB
",1
2413,1613,"RM
",1
2414,1614,"GK
",1
2415,1615,"CM
",1
2416,1616,ST,1
2417,1617,"LM
",1
2418,1618,"CM
",1
2419,1619,ST,1
2420,1620,ST,1
2421,1621,"GK
",1
2422,1622,"RM
",1
2423,1623,"RB
",1
2424,1624,"LB
",1
2425,1625,"LM
",1
2426,1626,ST,1
2427,1627,"LM
",1
2428,1628,"GK
",1
2429,1629,"RB
",1
2430,1630,"GK
",1
2431,1631,ST,1
2432,1632,"CB
",1
2433,1633,"RM
",1
2434,1634,"GK
",1
2435,1635,"CM
",1
2436,1636,"GK
",1
2437,1637,ST,1
2438,1638,"CB
",1
2439,1639,"GK
",1
2440,1640,"LM
",1
2441,1641,"GK
",1
2442,1642,"RM
",1
2443,1643,"LM
",1
2444,1644,"LM
",1
2445,1645,"RM
",1
2446,1646,"GK
",1
2447,1647,ST,1
2448,1648,"LB
",1
2449,1649,"RM
",1
2450,1650,"GK
",1
2451,1651,ST,1
2452,1652,ST,1
2453,1653,"LM
",1
2454,1654,"LM
",1
2455,1655,ST,1
2456,1656,"CB
",1
2457,1657,ST,1
2458,1658,"RM
",1
2459,1659,"CM
",1
2460,1660,"CB
",1
2461,1661,"RB
",1
2462,1662,"RM
",1
2463,1663,"CB
",1
2464,1664,"CB
",1
2465,1665,"RB
",1
2466,1666,"GK
",1
2467,1667,"RB
",1
2468,1668,"CB
",1
2469,1669,"CM
",1
2470,1670,"GK
",1
2471,1671,"GK
",1
2472,1672,"LB
",1
2473,1673,"RM
",1
2474,1674,"RM
",1
2475,1675,"LB
",1
2476,1676,ST,1
2477,1677,"LB
",1
2478,1678,"LM
",1
2479,1679,"LB
",1
2480,1680,"RM
",1
2481,1681,"CM
",1
2482,1682,"LM
",1
2483,1683,"CM
",1
2484,1684,"CB
",1
2485,1685,ST,1
2486,1686,"CB
",1
2487,1687,"CM
",1
2488,1688,"RM
",1
2489,1689,"CM
",1
2490,1690,"CM
",1
2491,1691,"CM
",1
2492,1692,"RM
",1
2493,1693,"GK
",1
2494,1694,"GK
",1
2495,1695,"RB
",1
2496,1696,"RM
",1
2497,1697,"LB
",1
2498,1698,"CB
",1
2499,1699,"CB
",1
2500,1700,"GK
",1
2501,1701,"CB
",1
2502,1702,"CB
",1
2503,1703,"GK
",1
2504,1704,"CM
",1
2505,1705,ST,1
2506,1706,"LB
",1
2507,1707,ST,1
2508,1708,ST,1
2509,1709,"LM
",1
2510,1710,"RB
",1
2511,1711,"RM
",1
2512,1712,"LB
",1
2513,1713,"CM
",1
2514,1714,"RM
",1
2515,1715,"LB
",1
2516,1716,"LB
",1
2517,1717,"RM
",1
2518,1718,"LB
",1
2519,1719,"LM
",1
2520,1720,"CM
",1
2521,1721,"LM
",1
2522,1722,"RB
",1
2523,1723,"LB
",1
2524,1724,"RB
",1
2525,1725,"RM
",1
2526,1726,"GK
",1
2527,1727,"CB
",1
2528,1728,"CM
",1
2529,1729,"RM
",1
2530,1730,"CM
",1
2531,1731,"CM
",1
2532,1732,ST,1
2533,1733,"RB
",1
2534,1734,ST,1
2535,1735,"GK
",1
2536,1736,"CB
",1
2537,1737,"RM
",1
2538,1738,"CM
",1
2539,1739,"LB
",1
2540,1740,"GK
",1
2541,1741,"LB
",1
2542,1742,ST,1
2543,1743,"CM
",1
2544,1744,ST,1
2545,1745,"GK
",1
2546,1746,"CB
",1
2547,1747,"RB
",1
2548,1748,"RB
",1
2549,1749,"CM
",1
2550,1750,"CM
",1
2551,1751,"LM
",1
2552,1752,"CM
",1
2553,1753,"CB
",1
2554,1754,"CM
",1
2555,1755,"LM
",1
2556,1756,"LM
",1
2557,1757,"LM
",1
2558,1758,"CB
",1
2559,1759,"RM
",1
2560,1760,ST,1
2561,1761,"CB
",1
2562,1762,"LB
",1
2563,1763,"GK
",1
2564,1764,"CM
",1
2565,1765,"RB
",1
2566,1766,ST,1
2567,1767,"LM
",1
2568,1768,"LM
",1
2569,1769,"CM
",1
2570,1770,"LB
",1
2571,1771,"RM
",1
2572,1772,"GK
",1
2573,1773,"LB
",1
2574,1774,"CM
",1
2575,1775,"CB
",1
2576,1776,"GK
",1
2577,1777,"RB
",1
2578,1778,"GK
",1
2579,1779,"CM
",1
2580,1780,"GK
",1
2581,1781,ST,1
2582,1782,"CB
",1
2583,1783,"LM
",1
2584,1784,"GK
",1
2585,1785,ST,1
2586,1786,"LB
",1
2587,1787,"RM
",1
2588,1788,"RB
",1
2589,1789,"GK
",1
2590,1790,"CB
",1
2591,1791,"RM
",1
2592,1792,"RM
",1
2593,1793,"RB
",1
2594,1794,"LB
",1
2595,1795,"CB
",1
2596,1796,ST,1
2597,1797,"RB
",1
2598,1798,"CB
",1
2599,1799,"RB
",1
2600,1800,"GK
",1
2601,1801,"RB
",1
2602,1802,"GK
",1
2603,1803,"GK
",1
2604,1804,ST,1
2605,1805,"RM
",1
2606,1806,"CM
",1
2607,1807,"RB
",1
2608,1808,"CB
",1
2609,1809,"LB
",1
2610,1810,"RM
",1
2611,1811,"RB
",1
2612,1812,"CB
",1
2613,1813,"LB
",1
2614,1814,ST,1
2615,1815,"LB
",1
2616,1816,"CB
",1
2617,1817,"GK
",1
2618,1818,"CM
",1
2619,1819,"CM
",1
2620,1820,"LM
",1
2621,1821,"LB
",1
2622,1822,"CM
",1
2623,1823,"RB
",1
2624,1824,"RB
",1
2625,1825,"RM
",1
2626,1826,"LB
",1
2627,1827,"LB
",1
2628,1828,"CB
",1
2629,1829,"RB
",1
2630,1830,"LM
",1
2631,1831,"LB
",1
2632,1832,"RM
",1
2633,1833,"RB
",1
2634,1834,"GK
",1
2635,1835,"RB
",1
2636,1836,"CM
",1
2637,1837,"LM
",1
2638,1838,"CM
",1
2639,1839,ST,1
2640,1840,"RB
",1
2641,1841,"LM
",1
2642,1842,"GK
",1
2643,1843,"RM
",1
2644,1844,"CB
",1
2645,1845,"RB
",1
2646,1846,"RB
",1
2647,1847,"RM
",1
2648,1848,"LB
",1
2649,1849,"RB
",1
2650,1850,"CM
",1
2651,1851,"RB
",1
2652,1852,"CB
",1
2653,1853,"LB
",1
2654,1854,"CM
",1
2655,1855,"LM
",1
2656,1856,"GK
",1
2657,1857,"LB
",1
2658,1858,"GK
",1
2659,1859,"CM
",1
2660,1860,"LM
",1
2661,1861,"CB
",1
2662,1862,"CB
",1
2663,1863,"LB
",1
2664,1864,"LM
",1
2665,1865,ST,1
2666,1866,"CM
",1
2667,1867,"RM
",1
2668,1868,"RB
",1
2669,1869,"LM
",1
2670,1870,"RB
",1
2671,1871,"RM
",1
2672,1872,"RB
",1
2673,1873,ST,1
2674,1874,"RB
",1
2675,1875,"RM
",1
2676,1876,"RB
",1
2677,1877,"CM
",1
2678,1878,"GK
",1
2679,1879,"LB
",1
2680,1880,"RM
",1
2681,1881,"RM
",1
2682,1882,"CM
",1
2683,1883,"CM
",1
2684,1884,ST,1
2685,1885,"LM
",1
2686,1886,ST,1
2687,1887,"CM
",1
2688,1888,"CM
",1
2689,1889,"GK
",1
2690,1890,"CM
",1
2691,1891,"RB
",1
2692,1892,"LM
",1
2693,1893,"CB
",1
2694,1894,"CM
",1
2695,1895,"CM
",1
2696,1896,"RM
",1
2697,1897,ST,1
2698,1898,ST,1
2699,1899,"RM
",1
2700,1900,"RB
",1
2701,1901,"RM
",1
2702,1902,"CM
",1
2703,1903,"LB
",1
2704,1904,"GK
",1
2705,1905,"RB
",1
2706,1906,"RM
",1
2707,1907,ST,1
2708,1908,"LB
",1
2709,1909,"LM
",1
2710,1910,"LB
",1
2711,1911,"RM
",1
2712,1912,"CB
",1
2713,1913,"LM
",1
2714,1914,"LB
",1
2715,1915,"LB
",1
2716,1916,"RB
",1
2717,1917,"LM
",1
2718,1918,ST,1
2719,1919,ST,1
2720,1920,"LM
",1
2721,1921,"LM
",1
2722,1922,"RB
",1
2723,1923,"CM
",1
2724,1924,ST,1
2725,1925,"CB
",1
2726,1926,"GK
",1
2727,1927,"RM
",1
2728,1928,"CB
",1
2729,1929,"RM
",1
2730,1930,ST,1
2731,1931,ST,1
2732,1932,"CB
",1
2733,1933,"LM
",1
2734,1934,"CB
",1
2735,1935,"CB
",1
2736,1936,"LM
",1
2737,1937,"LB
",1
2738,1938,"RB
",1
2739,1939,ST,1
2740,1940,"CB
",1
2741,1941,"GK
",1
2742,1942,"GK
",1
2743,1943,"LM
",1
2744,1944,"CM
",1
2745,1945,"GK
",1
2746,1946,"CM
",1
2747,1947,"CB
",1
2748,1948,"GK
",1
2749,1949,"RM
",1
2750,1950,"GK
",1
2751,1951,"RB
",1
2752,1952,"RM
",1
2753,1953,"LB
",1
2754,1954,"CB
",1
2755,1955,"CB
",1
2756,1956,ST,1
2757,1957,"CB
",1
2758,1958,"LM
",1
2759,1959,"CB
",1
2760,1960,"RB
",1
2761,1961,"CB
",1
