id,player_id,season_start,season_finish
1725,1725,19737034,84889800
1726,1726,23011911,2054667
1727,1727,80212450,52859129
1728,1728,15752598,132423356
1729,1729,88606858,1876860
1730,1730,39264581,140083849
1731,1731,40430757,103791578
1732,1732,15062345,10740992
1733,1733,39497019,52872862
1734,1734,71782078,57105963
1735,1735,2280873,35383148
1736,1736,86238331,111029362
1737,1737,69356566,26054684
1738,1738,40976600,24265253
1739,1739,115734921,11489943
1740,1740,125405127,1982139
1741,1741,36144410,109065311
1742,1742,65694164,6427935
1743,1743,1643518,138061536
1744,1744,7896967,17434259
1745,1745,45312324,61998952
1746,1746,13038840,54515919
1747,1747,149580018,117579366
1748,1748,125436261,114193605
1749,1749,46682051,62198816
1750,1750,62275924,60193294
1751,1751,136249281,27915847
1752,1752,84079544,14275973
1753,1753,125975354,51419154
1754,1754,32091607,51833826
1755,1755,132168104,100030050
1756,1756,15334850,77969448
1757,1757,23161311,57653235
1758,1758,117084285,73196208
1759,1759,142163923,13249701
1760,1760,108970854,65845477
1761,1761,138436952,96590861
1762,1762,97373883,110676507
1763,1763,95067943,117538396
1764,1764,88945856,78490325
1765,1765,68403553,122828998
1766,1766,46571990,24077994
1767,1767,148811887,50532006
1768,1768,78490995,121957784
1769,1769,37807447,43504556
1770,1770,36091931,33600225
1771,1771,99069971,82148298
1772,1772,111936347,122730837
1773,1773,92162330,62526220
1774,1774,8739285,146111535
1775,1775,18999362,1879063
1776,1776,77005862,62457707
1777,1777,19002406,108832280
1778,1778,126185994,8495119
1779,1779,29643202,137005857
1780,1780,111667522,94117715
1781,1781,128823872,31994976
1782,1782,75385008,132219196
1783,1783,104784916,119490053
1784,1784,8255322,123466518
1785,1785,124436134,92552361
1786,1786,77833598,135874918
1787,1787,69146652,88482172
1788,1788,107670064,136121255
1789,1789,81324357,3207654
1790,1790,137086916,24650299
1791,1791,28356573,112566510
1792,1792,127336670,14675919
1793,1793,41227938,70428171
1794,1794,125785222,124178084
1795,1795,129111618,121268133
1796,1796,144796016,34107542
1797,1797,100880147,110008945
1798,1798,110511154,11614546
1799,1799,57325159,54469948
1800,1800,122195442,96423607
1801,1801,28909968,110764887
1802,1802,54685389,66243040
1803,1803,33204621,81212500
1804,1804,60155071,78647916
1805,1805,37212960,108622568
1806,1806,94086564,66980642
1807,1807,100735085,142939641
1808,1808,142490615,76816327
1809,1809,70596376,11818068
1810,1810,146443722,29332888
1811,1811,35106559,104860215
1812,1812,90641485,13306510
1813,1813,58097430,139506287
1814,1814,14584758,38560762
1815,1815,99859787,141021461
1816,1816,148334075,111341579
1817,1817,55115677,1672359
1818,1818,120517792,52272691
1819,1819,6864367,87284664
1820,1820,95289622,117558517
1821,1821,83574560,18776848
1822,1822,40584941,68575221
1823,1823,111748186,131805690
1824,1824,50115654,63124246
1825,1825,117002430,34878747
1826,1826,90919967,105948573
1827,1827,118480262,137687323
1828,1828,116357854,81846835
1829,1829,53019904,73714614
1830,1830,26705893,129763395
1831,1831,17043293,140478281
1832,1832,80394617,106341606
1833,1833,19458804,148519540
1834,1834,139159838,145718691
1835,1835,145636436,144926353
1836,1836,91831471,44972417
1837,1837,120435022,37686017
1838,1838,39272367,15957286
1839,1839,142663114,79816240
1840,1840,80263468,44764127
1841,1841,124263682,116483795
1842,1842,31112141,48161102
1843,1843,70018688,63506723
1844,1844,70643470,131834007
1845,1845,70514321,102108275
1846,1846,97724765,23517286
1847,1847,50315315,91814889
1848,1848,141731104,64088371
1849,1849,69574409,59646323
1850,1850,2724829,33651660
1851,1851,14776097,121679862
1852,1852,79969575,41517458
1853,1853,38662800,142588582
1854,1854,142667357,94699686
1855,1855,114204673,31712627
1856,1856,116587749,79420975
1857,1857,146883079,140916882
1858,1858,81811731,68755474
1859,1859,38549822,17633503
1860,1860,44785950,143811546
1861,1861,22402162,39631781
1862,1862,26745885,59870682
1863,1863,127591879,100208917
1864,1864,74414533,34864601
1865,1865,114980963,71264089
1866,1866,23318736,34433477
1867,1867,74992626,78874552
1868,1868,141493456,125531458
1869,1869,34110671,18913013
1870,1870,53346625,11386424
1871,1871,114002872,13977408
1872,1872,11961122,134299152
1873,1873,145250619,91014489
1874,1874,60005161,32471778
1875,1875,38156250,137192037
1876,1876,56696921,99511706
1877,1877,41577569,125117327
1878,1878,33556883,115789674
1879,1879,134148521,40864766
1880,1880,86866752,34567305
1881,1881,48855237,131259620
1882,1882,82709394,128152021
1883,1883,88712276,30231015
1884,1884,84080974,56570724
1885,1885,81350624,90937533
1886,1886,135224110,134305990
1887,1887,133207285,50189797
1888,1888,125498333,131226215
1889,1889,145751490,117425326
1890,1890,37526294,73447450
1891,1891,6391519,147398748
1892,1892,146468729,103148609
1893,1893,19986309,59627109
1894,1894,37405789,101138527
1895,1895,44982462,2241666
1896,1896,5089745,91723442
1897,1897,12201357,41542505
1898,1898,105766107,146392008
1899,1899,26988562,85224572
1900,1900,49376658,39281692
1901,1901,125142142,109917928
1902,1902,56584914,93204225
1903,1903,32318122,110725592
1904,1904,58327775,48541751
1905,1905,120998627,78863201
1906,1906,99587091,95952944
1907,1907,15711671,135626148
1908,1908,60717836,113756029
1909,1909,16797693,22002475
1910,1910,59180554,112585216
1911,1911,74270962,110700312
1912,1912,111893034,72536969
1913,1913,90976106,13246833
1914,1914,35354000,19945051
1915,1915,31965967,79287004
1916,1916,133683753,106796550
1917,1917,141414088,5593549
1918,1918,48378368,50989937
1919,1919,65304533,111840702
1920,1920,118731983,93087207
1921,1921,39906163,37139830
1922,1922,23086660,100384573
1923,1923,10092709,145437167
1924,1924,19575233,49096707
1925,1925,110081210,126194944
1926,1926,10956432,126339459
1927,1927,147534317,9242530
1928,1928,48637214,97098293
1929,1929,10562523,41203090
1930,1930,123820769,48487092
1931,1931,72651732,142234635
1932,1932,45953014,143822248
1933,1933,82458398,39725024
1934,1934,134393721,45107914
1935,1935,116097337,27378097
1936,1936,65659279,64834454
1937,1937,34751871,2970243
1938,1938,145775544,84258870
1939,1939,35346898,83253027
1940,1940,24183365,54863778
1941,1941,80773230,49070035
1942,1942,41105686,89498732
1943,1943,130633524,88125528
1944,1944,26919099,79707016
1945,1945,116981949,5057260
1946,1946,116994754,101171085
1947,1947,71173861,106769458
1948,1948,54136689,14753581
1949,1949,99105171,126607945
1950,1950,98373797,112642137
1951,1951,16417755,113570594
1952,1952,35001729,71652146
1953,1953,149955647,113130165
1954,1954,101818965,131334754
1955,1955,52580779,130150801
1956,1956,43623898,144789326
1957,1957,33844078,24829201
1958,1958,29953547,145855397
1959,1959,127085819,135877373
1960,1960,66912626,31112168
1961,1961,104338369,77551766
1962,1962,142749485,127296427
1963,1963,54704836,54718026
1964,1964,99899662,41031305
1965,1965,17105412,37863808
1966,1966,66463498,6152980
1967,1967,136843168,92959481
1968,1968,52920317,107850440
1969,1969,144448479,123021043
1970,1970,108859879,65245015
1971,1971,121827555,113189476
1972,1972,12082072,86249455
1973,1973,83325946,127408507
1974,1974,16074970,128678864
1975,1975,61253019,14293852
1976,1976,101120783,143366010
1977,1977,149153410,23976888
1978,1978,36130511,109875536
1979,1979,58231922,123457490
1980,1980,77594389,143930282
1981,1981,109678161,33651746
1982,1982,40602269,117330954
1983,1983,87291036,67021238
1984,1984,41445326,97987572
1985,1985,46081272,120346238
1986,1986,84398621,88081352
1987,1987,105931039,110303647
1988,1988,4276204,149951140
1989,1989,103121444,46197290
1990,1990,76806215,19736366
1991,1991,130945195,39229503
1992,1992,106651179,72486420
1993,1993,56912166,76747340
1994,1994,54864388,74601327
1995,1995,41201746,121045467
1996,1996,78296981,116884525
1997,1997,116578175,99913362
1998,1998,146741540,101080997
1999,1999,57433800,55781670
2000,2000,144659891,20203028
2001,2001,70184527,41437614
2002,2002,117405043,49131463
2003,2003,92696224,143642661
2004,2004,79917768,63218885
2005,2005,146660316,30679858
2006,2006,90773450,24700569
2007,2007,96084619,135345387
2008,2008,28662877,18433411
2009,2009,120556516,4678454
2010,2010,112830845,138307482
2011,2011,41923872,85555420
2012,2012,149746819,142922102
2013,2013,43960433,105521026
2014,2014,19699851,32490871
2015,2015,47351791,119331956
2016,2016,61019867,54020335
2017,2017,58211672,2439921
2018,2018,137766223,89826247
2019,2019,8421652,139635395
2020,2020,27065903,14245657
2021,2021,40794230,108854498
2022,2022,55923720,149053037
2023,2023,12372707,145701781
2024,2024,108987328,136823460
2025,2025,18147374,56274986
2026,2026,25671545,143745074
2027,2027,141163380,128848193
2028,2028,135813662,85224450
2029,2029,41863830,133173096
2030,2030,131590701,20416675
2031,2031,98863088,122566385
2032,2032,118702704,57966233
2033,2033,11312628,51457679
2034,2034,131539271,134955786
2035,2035,142323550,93544435
2036,2036,84541547,82690049
2037,2037,22590683,33080020
2038,2038,79748292,28973678
2039,2039,138423549,79209471
2040,2040,3659144,81012286
2041,2041,90304829,47047887
2042,2042,126770340,93737837
2043,2043,130693219,18376335
2044,2044,37575349,64006764
2045,2045,3428418,63304497
2046,2046,58213952,21147186
2047,2047,33175026,111239721
2048,2048,67622849,51747665
2049,2049,44619891,89220825
2050,2050,9783415,57055799
2051,2051,20559998,43360473
2052,2052,69891557,108988208
2053,2053,53428135,3828425
2054,2054,100026673,38394043
2055,2055,130289708,143192980
2056,2056,133653001,84623402
2057,2057,19382203,31147012
2058,2058,141106246,56511856
2059,2059,148620763,40662793
2060,2060,23294950,31455642
2061,2061,22866856,142930215
2062,2062,42083333,26090052
2063,2063,137898858,62344004
2064,2064,8441788,135365194
2065,2065,37691681,41056356
2066,2066,70124176,149072179
2067,2067,131057313,11220901
2068,2068,94516073,34594919
2069,2069,47049765,77124782
2070,2070,122178616,125038721
2071,2071,141237922,45961484
2072,2072,13555745,77141911
2073,2073,42638812,37984280
2074,2074,37116709,1242915
2075,2075,103703511,43632692
2076,2076,125968153,75937404
2077,2077,65903608,15506614
2078,2078,46480315,44400430
2079,2079,11175442,97184920
2080,2080,97939351,134829928
2081,2081,28162515,55841187
2082,2082,56568877,12010342
2083,2083,94743333,79287100
2084,2084,44911606,43197387
2085,2085,123916308,49254846
2086,2086,141107323,94582338
2087,2087,86526121,7144007
2088,2088,32820167,64742738
2089,2089,37091805,83969529
2090,2090,104080011,76180326
2091,2091,93769179,15197440
2092,2092,84537566,118845853
2093,2093,82020835,21012003
2094,2094,32858835,46069362
2095,2095,82418922,71418707
2096,2096,68329495,142929515
2097,2097,7922422,130567557
2098,2098,139577294,112327580
2099,2099,39759304,137708851
2100,2100,60692522,33150603
2101,2101,141644010,35897774
2102,2102,117215760,125717685
2103,2103,100538552,55983546
2104,2104,53896129,82088547
2105,2105,146927996,12748665
2106,2106,26794973,105343154
2107,2107,100560711,48096059
2108,2108,47745007,116043513
2109,2109,29870801,115278014
2110,2110,50878460,115828492
2111,2111,111331136,5881460
2112,2112,144415272,85478787
2113,2113,14133691,106854694
2114,2114,129844143,94398484
2115,2115,39594143,110414967
2116,2116,22417764,133165017
2117,2117,14736666,47827589
2118,2118,49028096,54403654
2119,2119,27393626,126861850
2120,2120,12572665,147531804
2121,2121,12673365,69320417
2122,2122,43764801,21748667
2123,2123,15732923,121473940
2124,2124,93389350,7483677
2125,2125,108240114,41097050
2126,2126,142537800,67879345
2127,2127,51166742,138289236
2128,2128,146850203,101131547
2129,2129,9243269,109841018
2130,2130,16513321,40507207
2131,2131,70768976,130861185
2132,2132,12099507,50499764
2133,2133,132650538,18670307
2134,2134,108233238,147221419
2135,2135,83543618,64421414
2136,2136,110976179,57827717
2137,2137,87722819,86817618
2138,2138,60624288,24995228
2139,2139,87063821,19817482
2140,2140,148313454,105677204
2141,2141,22126285,137183795
2142,2142,111291426,94542443
2143,2143,42859302,5658313
2144,2144,31575348,121493459
2145,2145,61515404,93763726
2146,2146,131669433,130945087
2147,2147,87605765,10324367
2148,2148,62785170,72142471
2149,2149,45865231,3634364
2150,2150,132202211,3383099
2151,2151,25355232,65060521
2152,2152,37027068,6686062
2153,2153,137009755,127132885
2154,2154,132893156,24800981
2155,2155,52593327,101083193
2156,2156,14849534,60165218
2157,2157,32419849,140092786
2158,2158,33191614,144120397
2159,2159,48401523,137038198
2160,2160,112139933,9513378
2161,2161,70436125,2301856
2162,2162,64725558,30399946
2163,2163,57164930,26792078
2164,2164,126208158,39698783
2165,2165,107878832,103071562
2166,2166,4584242,119079641
2167,2167,135931326,11432705
2168,2168,51941850,104152661
2169,2169,83366793,127970858
2170,2170,86270819,56081033
2171,2171,104283503,97680776
2172,2172,96612044,26907373
2173,2173,111883863,145102301
2174,2174,26968466,59989408
2175,2175,65864420,60081404
2176,2176,50813124,11716187
2177,2177,104406269,60759111
2178,2178,110804332,86608630
2179,2179,71060622,144561084
2180,2180,134877279,82207786
2181,2181,65149018,84763423
2182,2182,57753653,72645292
2183,2183,8715431,103163468
2184,2184,117714180,134976777
2185,2185,139247396,50936696
2186,2186,90818299,19122472
2187,2187,103145514,136547297
2188,2188,34447065,92544387
2189,2189,88885679,102593235
2190,2190,124679303,33324314
2191,2191,31440899,1433688
2192,2192,21085428,92461888
2193,2193,58628638,105511490
2194,2194,46315493,6304033
2195,2195,1276430,145698132
2196,2196,140090612,57601331
2197,2197,141446169,76915936
2198,2198,104772828,46739821
2199,2199,120478753,61816583
2200,2200,99231154,39400897
2201,2201,137212007,90885964
2202,2202,57030332,103008713
2203,2203,41057075,74107259
2204,2204,92275364,89361909
2205,2205,25209425,111379809
2206,2206,112558090,86379022
2207,2207,103592997,108545738
2208,2208,121983456,47285206
2209,2209,32021021,26112253
2210,2210,57339589,110196537
2211,2211,24587083,78918833
2212,2212,10007991,136232294
2213,2213,58238230,10765777
2214,2214,9628363,47671043
2215,2215,42158659,62986767
2216,2216,135346427,115027192
2217,2217,63456901,91772586
2218,2218,44276165,24056370
2219,2219,125002968,73625960
2220,2220,20996912,127662167
2221,2221,78227972,34788765
2222,2222,98964251,109320242
2223,2223,58276560,44316559
2224,2224,114298485,105583327
2225,2225,51405523,24457409
2226,2226,71636287,117357622
2227,2227,83009106,34356356
2228,2228,12199670,27870886
2229,2229,86826842,77965941
2230,2230,38396703,98946693
2231,2231,60559268,89873879
2232,2232,71615081,12316749
2233,2233,70293437,142698849
2234,2234,68337958,55447521
2235,2235,146911353,9711417
2236,2236,68846597,53724534
2237,2237,110712577,36390423
2238,2238,54617025,118324643
2239,2239,44160134,128855518
2240,2240,121767548,26198679
2241,2241,93032741,110741774
2242,2242,43307177,18472836
2243,2243,117998431,42764297
2244,2244,65635855,115826524
2245,2245,134865176,127524096
2246,2246,26805664,131342969
2247,2247,140010815,14915239
2248,2248,23913899,61304426
2249,2249,82419122,98397290
2250,2250,39117883,23795777
2251,2251,73885271,68184337
2252,2252,58512823,111679882
2253,2253,47979580,75700342
2254,2254,99946914,85416337
2255,2255,144857857,29358851
2256,2256,87373969,125971437
2257,2257,38802979,2738222
2258,2258,89742669,51634284
2259,2259,140470383,47536967
2260,2260,49714369,110026723
2261,2261,131871206,144382533
2262,2262,127997140,2536842
2263,2263,10115075,30994774
2264,2264,63962467,11007017
2265,2265,144852551,31798230
2266,2266,74082859,84368230
2267,2267,80090500,23246537
2268,2268,92320509,100632974
2269,2269,49640125,86471125
2270,2270,139298055,28331621
2271,2271,142036311,114408930
2272,2272,142292915,104556977
2273,2273,97274539,2625871
2274,2274,83219857,103217580
2275,2275,71467309,77479834
2276,2276,39356529,74524771
2277,2277,31411277,96750322
2278,2278,148239194,130708414
2279,2279,77299794,106435846
2280,2280,34905479,118135812
2281,2281,56068686,70278352
2282,2282,52804757,89280807
2283,2283,87828322,41613679
2284,2284,28907870,34373357
2285,2285,105285803,88858611
2286,2286,77652454,117901900
2287,2287,18592690,100472010
2288,2288,19465503,108149963
2289,2289,53779104,34694641
2290,2290,74151640,14641299
2291,2291,118976532,123889035
2292,2292,29244555,17595708
2293,2293,141532632,33593700
2294,2294,54417797,45083810
2295,2295,22633376,137486699
2296,2296,17976536,119080086
2297,2297,90609794,34024198
2298,2298,72733720,8081551
2299,2299,96608227,78800879
2300,2300,135688242,86727012
2301,2301,70388523,63225198
2302,2302,79624689,21253107
2303,2303,147204453,90247998
2304,2304,83405407,135838156
2305,2305,9717653,132095097
2306,2306,38694616,149400086
2307,2307,20376959,18487454
2308,2308,66946010,56639357
2309,2309,140020695,107369917
2310,2310,133669692,20525249
2311,2311,119790819,139676075
2312,2312,66560592,121883395
2313,2313,21592077,100276631
2314,2314,125171961,11938424
2315,2315,88937569,63558415
2316,2316,123283615,129780114
2317,2317,100613522,18741527
2318,2318,88001931,122768442
2319,2319,131034759,70888757
2320,2320,120929864,42053096
2321,2321,142914589,17966742
2322,2322,43952627,31320726
2323,2323,134100140,85543341
2324,2324,107726428,104047454
2325,2325,145660598,39620913
2326,2326,132983297,8389824
2327,2327,78937624,39315113
2328,2328,11496432,18182609
2329,2329,68652038,20834190
2330,2330,8432758,33770653
2331,2331,140503606,6996339
2332,2332,25356800,64000472
2333,2333,123078141,84317497
2334,2334,113326053,50115229
2335,2335,102516979,71869715
2336,2336,124979969,84482199
2337,2337,85468673,64316621
2338,2338,143871288,4263064
2339,2339,111533290,107318020
2340,2340,42000911,144596710
2341,2341,20279135,6672846
2342,2342,113508242,44590188
2343,2343,11803979,137397586
2344,2344,115557944,31832606
2345,2345,104795760,6257766
2346,2346,23204799,124329251
2347,2347,46379187,2740049
2348,2348,122146885,144387543
2349,2349,19007765,45129054
2350,2350,37410767,117284400
2351,2351,138972815,123448010
2352,2352,104607076,61315698
2353,2353,117279190,41771281
2354,2354,76609393,24007326
2355,2355,18820748,129849557
2356,2356,25523525,114220776
2357,2357,62958164,111240582
2358,2358,132358132,143992560
2359,2359,131477770,77202260
2360,2360,123238868,69745188
2361,2361,18866890,19666635
2362,2362,144579244,61774897
2363,2363,122625938,74361440
2364,2364,63886493,113319627
2365,2365,104671499,84089520
2366,2366,70523819,88775769
2367,2367,70189828,72547923
2368,2368,86535694,25468713
2369,2369,57033378,27647516
2370,2370,22752164,109373170
2371,2371,144688152,93751760
2372,2372,10506100,23432113
2373,2373,11337726,35505045
2374,2374,80870178,87610400
2375,2375,3235502,1767009
2376,2376,103900210,47977370
2377,2377,57958312,94982878
2378,2378,21537144,51110385
2379,2379,27960501,53099523
2380,2380,42214009,116240744
2381,2381,82613327,54658956
2382,2382,14208984,75823453
2383,2383,29641449,112577491
2384,2384,39360679,51265190
2385,2385,47757482,132683068
2386,2386,104745487,72017321
2387,2387,4627424,1431840
2388,2388,102760866,4892659
2389,2389,65279615,131115185
2390,2390,74416777,23235157
2391,2391,37762153,45568554
2392,2392,93585467,91063099
2393,2393,60061942,30162306
2394,2394,82608109,142172915
2395,2395,74597657,21117115
2396,2396,50804175,71457470
2397,2397,84085305,7078511
2398,2398,88559412,114633536
2399,2399,146350140,16835398
2400,2400,110753362,5111289
2401,2401,105915195,38026646
2402,2402,85585178,67588546
2403,2403,96430178,109676459
2404,2404,145693774,29123308
2405,2405,114573077,14743468
2406,2406,87107067,97622181
2407,2407,81320095,94557110
2408,2408,131663968,33531337
2409,2409,42944043,7216785
2410,2410,79824608,73352902
2411,2411,116519403,47540978
2412,2412,13210757,118395593
2413,2413,48651843,26317379
2414,2414,135373871,92308711
2415,2415,116313133,20704109
2416,2416,6242210,99589352
2417,2417,6764675,44546755
2418,2418,104861608,23300273
2419,2419,116910417,36481221
2420,2420,55037284,19595746
2421,2421,26197501,133422610
2422,2422,95440392,112451142
2423,2423,115818137,148711557
2424,2424,73640355,108772450
2425,2425,106526778,137513119
2426,2426,23952894,124237738
2427,2427,69249088,46747408
2428,2428,64090474,29288711
2429,2429,122769056,109592912
2430,2430,21688141,134806494
2431,2431,146921486,133488833
2432,2432,52255749,28423393
2433,2433,52198456,131704893
2434,2434,125944594,142905101
2435,2435,145200667,142476671
2436,2436,23530750,89887737
2437,2437,20788705,95080829
2438,2438,127627097,1793507
2439,2439,146756013,27908826
2440,2440,122150495,16556063
2441,2441,109289124,73982455
2442,2442,59025273,143198263
2443,2443,14174939,17560418
2444,2444,24250957,8126462
2445,2445,31361264,18659769
2446,2446,52494992,32586108
2447,2447,102869394,119048422
2448,2448,44804253,131130567
2449,2449,146717412,100424949
2450,2450,15475661,59265617
2451,2451,62638970,22541142
2452,2452,136513436,35349719
2453,2453,134588089,3344414
2454,2454,137251183,44943841
2455,2455,25764894,25439645
2456,2456,119655630,68438301
2457,2457,129140345,112744989
2458,2458,104036374,139000303
2459,2459,122409741,56994463
2460,2460,108210497,99498783
2461,2461,131482417,104479914
2462,2462,9694835,73987179
2463,2463,105460477,14462008
2464,2464,42178422,58075119
2465,2465,93390418,112756236
2466,2466,74592293,75564983
2467,2467,27815626,5651452
2468,2468,44207252,94454991
2469,2469,58188013,28931034
2470,2470,27907467,36639067
2471,2471,88333968,95704777
2472,2472,73296194,40992785
2473,2473,116910091,63678529
2474,2474,50339035,31829951
2475,2475,137324206,72249307
2476,2476,97855564,54425821
2477,2477,34989083,79141983
2478,2478,25444753,53436118
2479,2479,109002879,101178932
2480,2480,138314631,107193110
2481,2481,85234706,46353914
2482,2482,80081560,116532549
2483,2483,78058842,87887782
2484,2484,64151953,89538593
2485,2485,58587417,82417636
2486,2486,31324118,95213147
2487,2487,101515438,102194435
2488,2488,120404345,121104783
2489,2489,85461945,85156696
2490,2490,101774872,30417848
2491,2491,33006460,11932878
2492,2492,92248342,10198792
2493,2493,103530694,95445339
2494,2494,24690892,147578453
2495,2495,20803821,113165384
2496,2496,88655162,137272311
2497,2497,36387720,133536645
2498,2498,76069350,142047583
2499,2499,99729777,72766054
2500,2500,47840432,59488880
2501,2501,7867244,61068173
2502,2502,9080819,56998884
2503,2503,37121198,136798154
2504,2504,116819920,24751622
2505,2505,112247829,149129047
2506,2506,73991591,49576106
2507,2507,126240702,12025650
2508,2508,52620915,91385732
2509,2509,62244134,83118144
2510,2510,34207252,74776899
2511,2511,100077310,24817994
2512,2512,52662074,72461193
2513,2513,7557351,30659955
2514,2514,9546224,121740996
2515,2515,101313708,73605268
2516,2516,74210515,1780163
2517,2517,143745733,122567345
2518,2518,109547619,64122219
2519,2519,18259209,127966732
2520,2520,122486310,98220258
2521,2521,109067663,136946113
2522,2522,76726792,75793577
2523,2523,20380396,71760914
2524,2524,70325049,27763791
2525,2525,91128638,70813016
2526,2526,44858929,23098123
2527,2527,59567318,100551948
2528,2528,91042452,134389385
2529,2529,48170479,60580057
2530,2530,36548227,114846946
2531,2531,54400893,120194350
2532,2532,22855221,82588739
2533,2533,45496505,25853913
2534,2534,128540599,5845611
2535,2535,93628868,32552316
2536,2536,59298390,14322738
2537,2537,149901490,5780965
2538,2538,110908646,115060577
2539,2539,82108952,141467342
2540,2540,44243428,71850092
2541,2541,13431528,116325749
2542,2542,75555950,145445481
2543,2543,120136272,63206774
2544,2544,65547501,68317255
2545,2545,127840597,8942585
2546,2546,18376036,110467696
2547,2547,26495626,31231049
2548,2548,31211801,85641412
2549,2549,11905624,89947982
2550,2550,149147216,106836261
2551,2551,135867997,7157807
2552,2552,50185023,133637348
2553,2553,141486765,30792580
2554,2554,99795374,118787069
2555,2555,95784358,129465122
2556,2556,149620800,43723116
2557,2557,114907169,116040101
2558,2558,76301459,5817702
2559,2559,101046012,43587230
2560,2560,46018231,10888785
2561,2561,75548473,144095065
2562,2562,97921558,132169361
2563,2563,87703748,149894290
2564,2564,47569569,101694554
2565,2565,35366374,84588197
2566,2566,98900043,100743157
2567,2567,12803232,3443330
2568,2568,7662486,101433101
2569,2569,142456668,121037114
2570,2570,95734898,129004606
2571,2571,113404937,81105212
2572,2572,13032454,128489709
2573,2573,107155923,144124949
2574,2574,149651501,98396529
2575,2575,145327987,20208537
2576,2576,28606441,98811829
2577,2577,81725236,45918755
2578,2578,132862469,139213675
2579,2579,141357198,66866445
2580,2580,110603387,104871819
2581,2581,147127109,63794556
2582,2582,23507269,37222089
2583,2583,133839060,51451326
2584,2584,51997685,112173998
2585,2585,97915621,44893297
2586,2586,21722292,66788522
2587,2587,107520967,27059807
2588,2588,55804659,147041812
2589,2589,126398666,70852191
2590,2590,15007360,92136939
2591,2591,64815714,144404280
2592,2592,72305067,120582830
2593,2593,23180340,3390694
2594,2594,149159093,149074289
2595,2595,9022772,114081954
2596,2596,117396089,73021680
2597,2597,116590012,100124052
