id,league_id,season_id,team_id,week,w_position,points
3142,3,1,58,6,19,3
3143,3,1,46,6,18,4
3144,3,1,54,6,17,4
3145,3,1,53,6,16,5
3146,3,1,48,6,15,6
3147,3,1,47,6,14,7
3148,3,1,42,6,13,8
3149,3,1,49,6,12,8
3150,3,1,41,6,11,8
3151,3,1,55,6,10,8
3152,3,1,51,6,9,9
3153,3,1,59,6,8,9
3154,3,1,44,6,7,10
3155,3,1,57,6,6,11
3156,3,1,43,6,5,12
3157,3,1,56,6,4,13
3158,3,1,45,6,3,13
3159,3,1,52,6,2,15
3160,3,1,60,6,1,18
3161,3,1,49,7,20,3
3162,3,1,57,7,19,4
3163,3,1,45,7,18,4
3164,3,1,47,7,17,7
3165,3,1,53,7,16,7
3166,3,1,52,7,15,8
3167,3,1,60,7,14,9
3168,3,1,48,7,13,9
3169,3,1,41,7,12,9
3170,3,1,50,7,11,9
3171,3,1,54,7,10,9
3172,3,1,46,7,9,10
3173,3,1,43,7,8,10
3174,3,1,56,7,7,11
3175,3,1,58,7,6,12
3176,3,1,55,7,5,13
3177,3,1,42,7,4,13
3178,3,1,44,7,3,16
3179,3,1,51,7,2,16
3180,3,1,59,7,1,18
3181,3,1,56,8,20,4
3182,3,1,44,8,19,4
3183,3,1,48,8,18,6
3184,3,1,46,8,17,8
3185,3,1,51,8,16,8
3186,3,1,59,8,15,9
3187,3,1,41,8,14,9
3188,3,1,49,8,13,9
3189,3,1,45,8,12,10
3190,3,1,52,8,11,10
3191,3,1,47,8,10,12
3192,3,1,53,8,9,12
3193,3,1,54,8,8,13
3194,3,1,42,8,7,13
3195,3,1,55,8,6,14
3196,3,1,60,8,5,14
3197,3,1,57,8,4,15
3198,3,1,58,8,3,18
3199,3,1,43,8,2,19
3200,3,1,50,8,1,19
3201,3,1,43,9,20,5
3202,3,1,47,9,19,6
3203,3,1,55,9,18,7
3204,3,1,45,9,17,8
3205,3,1,58,9,16,9
3206,3,1,48,9,15,9
3207,3,1,44,9,14,11
3208,3,1,50,9,13,11
3209,3,1,41,9,12,12
3210,3,1,52,9,11,12
3211,3,1,53,9,10,13
3212,3,1,51,9,9,13
3213,3,1,54,9,8,14
3214,3,1,60,9,7,14
3215,3,1,46,9,6,15
3216,3,1,59,9,5,17
3217,3,1,56,9,4,18
3218,3,1,49,9,3,19
3219,3,1,42,9,2,20
3220,3,1,57,9,1,21
3221,3,1,42,10,20,5
3222,3,1,46,10,19,6
3223,3,1,54,10,18,7
3224,3,1,44,10,17,9
3225,3,1,43,10,16,11
3226,3,1,57,10,15,12
3227,3,1,41,10,14,12
3228,3,1,47,10,13,12
3229,3,1,49,10,12,12
3230,3,1,50,10,11,13
3231,3,1,53,10,10,15
3232,3,1,45,10,9,15
3233,3,1,51,10,8,15
3234,3,1,52,10,7,16
3235,3,1,59,10,6,17
3236,3,1,58,10,5,18
3237,3,1,55,10,4,18
3238,3,1,48,10,3,22
3239,3,1,60,10,2,23
3240,3,1,56,10,1,24
3241,3,1,60,11,20,6
3242,3,1,45,11,19,6
3243,3,1,53,11,18,7
3244,3,1,41,11,17,12
3245,3,1,43,11,16,12
3246,3,1,49,11,15,13
3247,3,1,42,11,14,14
3248,3,1,52,11,13,15
3249,3,1,56,11,12,15
3250,3,1,44,11,11,15
3251,3,1,46,11,10,15
3252,3,1,48,11,9,15
3253,3,1,58,11,8,17
3254,3,1,57,11,7,18
3255,3,1,54,11,6,18
3256,3,1,50,11,5,18
3257,3,1,51,11,4,19
3258,3,1,59,11,3,24
3259,3,1,47,11,2,25
3260,3,1,55,11,1,27
3261,3,1,44,12,20,7
3262,3,1,59,12,19,9
3263,3,1,52,12,18,10
3264,3,1,42,12,17,12
3265,3,1,48,12,16,14
3266,3,1,60,12,15,15
3267,3,1,41,12,14,15
3268,3,1,51,12,13,16
3269,3,1,43,12,12,16
3270,3,1,55,12,11,16
3271,3,1,47,12,10,16
3272,3,1,57,12,9,18
3273,3,1,45,12,8,18
3274,3,1,53,12,7,18
3275,3,1,49,12,6,18
3276,3,1,50,12,5,20
3277,3,1,56,12,4,21
3278,3,1,58,12,3,24
3279,3,1,46,12,2,25
3280,3,1,54,12,1,28
3281,3,1,43,13,20,7
3282,3,1,51,13,19,11
3283,3,1,58,13,18,12
3284,3,1,60,13,17,13
3285,3,1,41,13,16,15
3286,3,1,54,13,15,16
3287,3,1,59,13,14,16
3288,3,1,50,13,13,17
3289,3,1,46,13,12,17
3290,3,1,47,13,11,17
3291,3,1,42,13,10,19
3292,3,1,52,13,9,19
3293,3,1,44,13,8,19
3294,3,1,56,13,7,19
3295,3,1,49,13,6,20
3296,3,1,48,13,5,21
3297,3,1,55,13,4,22
3298,3,1,57,13,3,24
3299,3,1,45,13,2,26
3300,3,1,53,13,1,31
3301,3,1,42,14,20,7
3302,3,1,50,14,19,12
3303,3,1,57,14,18,12
3304,3,1,53,14,17,16
3305,3,1,58,14,16,16
3306,3,1,59,14,15,16
3307,3,1,45,14,14,17
3308,3,1,41,14,13,18
3309,3,1,43,14,12,19
3310,3,1,49,14,11,20
3311,3,1,48,14,10,20
3312,3,1,46,14,9,20
3313,3,1,47,14,8,21
3314,3,1,60,14,7,22
3315,3,1,54,14,6,22
3316,3,1,55,14,5,22
3317,3,1,51,14,4,22
3318,3,1,56,14,3,27
3319,3,1,44,14,2,27
3320,3,1,52,14,1,34
3321,3,1,60,15,20,8
3322,3,1,49,15,19,15
3323,3,1,56,15,18,15
3324,3,1,52,15,17,16
3325,3,1,41,15,16,18
3326,3,1,44,15,15,18
3327,3,1,57,15,14,19
3328,3,1,58,15,13,19
3329,3,1,42,15,12,19
3330,3,1,47,15,11,20
3331,3,1,48,15,10,21
3332,3,1,53,15,9,22
3333,3,1,54,15,8,22
3334,3,1,45,15,7,23
3335,3,1,46,15,6,24
3336,3,1,59,15,5,25
3337,3,1,50,15,4,25
3338,3,1,55,15,3,27
3339,3,1,43,15,2,27
3340,3,1,51,15,1,35
3341,3,1,59,16,20,11
3342,3,1,51,16,19,16
3343,3,1,48,16,18,18
3344,3,1,55,16,17,18
3345,3,1,43,16,16,18
3346,3,1,56,16,15,19
3347,3,1,46,16,14,20
3348,3,1,57,16,13,20
3349,3,1,41,16,12,21
3350,3,1,60,16,11,22
3351,3,1,52,16,10,23
3352,3,1,47,16,9,24
3353,3,1,45,16,8,24
3354,3,1,53,16,7,25
3355,3,1,49,16,6,25
3356,3,1,44,16,5,26
3357,3,1,42,16,4,27
3358,3,1,54,16,3,27
3359,3,1,58,16,2,28
3360,3,1,50,16,1,35
3361,3,1,58,17,20,14
3362,3,1,50,17,19,16
3363,3,1,47,17,18,18
3364,3,1,54,17,17,18
3365,3,1,42,17,16,19
3366,3,1,56,17,15,20
3367,3,1,45,17,14,21
3368,3,1,55,17,13,22
3369,3,1,41,17,12,24
3370,3,1,44,17,11,24
3371,3,1,46,17,10,25
3372,3,1,52,17,9,25
3373,3,1,59,17,8,25
3374,3,1,48,17,7,25
3375,3,1,51,17,6,26
3376,3,1,43,17,5,27
3377,3,1,60,17,4,30
3378,3,1,53,17,3,30
3379,3,1,57,17,2,31
3380,3,1,49,17,1,35
3381,3,1,49,18,20,16
3382,3,1,57,18,19,17
3383,3,1,55,18,18,20
3384,3,1,46,18,17,21
3385,3,1,53,18,16,21
3386,3,1,60,18,15,22
3387,3,1,54,18,14,23
3388,3,1,41,18,13,24
3389,3,1,44,18,12,24
3390,3,1,47,18,11,25
3391,3,1,45,18,10,25
3392,3,1,51,18,9,26
3393,3,1,42,18,8,27
3394,3,1,43,18,7,27
3395,3,1,58,18,6,28
3396,3,1,50,18,5,29
3397,3,1,59,18,4,30
3398,3,1,52,18,3,30
3399,3,1,56,18,2,34
3400,3,1,48,18,1,35
3401,3,1,48,19,20,16
3402,3,1,56,19,19,18
3403,3,1,54,19,18,20
3404,3,1,59,19,17,23
3405,3,1,52,19,16,24
3406,3,1,53,19,15,24
3407,3,1,45,19,14,24
3408,3,1,43,19,13,25
3409,3,1,41,19,12,25
3410,3,1,44,19,11,26
3411,3,1,50,19,10,27
3412,3,1,57,19,9,28
3413,3,1,46,19,8,28
3414,3,1,60,19,7,28
3415,3,1,42,19,6,28
3416,3,1,58,19,5,30
3417,3,1,51,19,4,30
3418,3,1,49,19,3,32
3419,3,1,47,19,2,36
3420,3,1,55,19,1,37
3421,3,1,47,20,20,16
3422,3,1,55,20,19,19
3423,3,1,53,20,18,20
3424,3,1,44,20,17,24
3425,3,1,51,20,16,24
3426,3,1,43,20,15,26
3427,3,1,58,20,14,26
3428,3,1,49,20,13,27
3429,3,1,52,20,12,27
3430,3,1,42,20,11,28
3431,3,1,41,20,10,28
3432,3,1,59,20,9,28
3433,3,1,60,20,8,28
3434,3,1,56,20,7,29
3435,3,1,45,20,6,29
3436,3,1,57,20,5,33
3437,3,1,50,20,4,33
3438,3,1,48,20,3,35
3439,3,1,46,20,2,37
3440,3,1,54,20,1,40
3441,3,1,46,21,20,19
3442,3,1,54,21,19,19
3443,3,1,52,21,18,20
3444,3,1,43,21,17,24
3445,3,1,50,21,16,24
3446,3,1,42,21,15,26
3447,3,1,48,21,14,27
3448,3,1,60,21,13,28
3449,3,1,59,21,12,28
3450,3,1,57,21,11,29
3451,3,1,44,21,10,30
3452,3,1,51,21,9,30
3453,3,1,55,21,8,30
3454,3,1,58,21,7,31
3455,3,1,41,21,6,31
3456,3,1,56,21,5,36
3457,3,1,49,21,4,36
3458,3,1,47,21,3,38
3459,3,1,53,21,2,40
3460,3,1,45,21,1,40
3461,3,1,53,22,20,19
3462,3,1,45,22,19,22
3463,3,1,51,22,18,23
3464,3,1,49,22,17,24
3465,3,1,42,22,16,25
3466,3,1,60,22,15,29
3467,3,1,56,22,14,29
3468,3,1,47,22,13,30
3469,3,1,43,22,12,30
3470,3,1,50,22,11,30
3471,3,1,41,22,10,31
3472,3,1,59,22,9,31
3473,3,1,57,22,8,31
3474,3,1,58,22,7,31
3475,3,1,54,22,6,33
3476,3,1,55,22,5,37
3477,3,1,46,22,4,38
3478,3,1,48,22,3,39
3479,3,1,52,22,2,40
3480,3,1,44,22,1,43
3481,3,1,52,23,20,19
3482,3,1,44,23,19,22
3483,3,1,48,23,18,24
3484,3,1,50,23,17,24
3485,3,1,60,23,16,28
3486,3,1,59,23,15,29
3487,3,1,49,23,14,30
3488,3,1,42,23,13,30
3489,3,1,58,23,12,31
3490,3,1,41,23,11,31
3491,3,1,55,23,10,32
3492,3,1,46,23,9,33
3493,3,1,56,23,8,34
3494,3,1,57,23,7,34
3495,3,1,53,23,6,36
3496,3,1,54,23,5,37
3497,3,1,45,23,4,39
3498,3,1,47,23,3,42
3499,3,1,51,23,2,43
3500,3,1,43,23,1,46
3501,3,1,51,24,20,19
3502,3,1,43,24,19,22
3503,3,1,47,24,18,24
3504,3,1,49,24,17,24
3505,3,1,58,24,16,29
3506,3,1,60,24,15,30
3507,3,1,48,24,14,30
3508,3,1,59,24,13,31
3509,3,1,41,24,12,32
3510,3,1,57,24,11,34
3511,3,1,55,24,10,34
3512,3,1,54,24,9,35
3513,3,1,56,24,8,35
3514,3,1,45,24,7,36
3515,3,1,53,24,6,37
3516,3,1,52,24,5,39
3517,3,1,44,24,4,42
3518,3,1,46,24,3,45
3519,3,1,50,24,2,46
3520,3,1,42,24,1,49
3521,3,1,50,25,20,19
3522,3,1,42,25,19,22
3523,3,1,48,25,18,24
3524,3,1,46,25,17,27
3525,3,1,59,25,16,30
3526,3,1,58,25,15,32
3527,3,1,57,25,14,32
3528,3,1,47,25,13,33
3529,3,1,56,25,12,35
3530,3,1,41,25,11,35
3531,3,1,53,25,10,35
3532,3,1,54,25,9,35
3533,3,1,55,25,8,35
3534,3,1,44,25,7,36
3535,3,1,52,25,6,38
3536,3,1,51,25,5,42
3537,3,1,45,25,4,45
3538,3,1,43,25,3,45
3539,3,1,49,25,2,49
3540,3,1,60,25,1,52
3541,3,1,49,26,20,19
3542,3,1,47,26,19,24
3543,3,1,60,26,18,25
3544,3,1,45,26,17,27
3545,3,1,58,26,16,31
3546,3,1,56,26,15,32
3547,3,1,57,26,14,33
3548,3,1,46,26,13,33
3549,3,1,55,26,12,35
3550,3,1,41,26,11,35
3551,3,1,52,26,10,38
3552,3,1,53,26,9,38
3553,3,1,54,26,8,38
3554,3,1,51,26,7,39
3555,3,1,43,26,6,39
3556,3,1,50,26,5,43
3557,3,1,42,26,4,48
3558,3,1,44,26,3,48
3559,3,1,48,26,2,49
3560,3,1,59,26,1,55
3561,3,1,48,27,20,22
3562,3,1,46,27,19,24
3563,3,1,59,27,18,25
3564,3,1,44,27,17,28
3565,3,1,57,27,16,32
3566,3,1,55,27,15,32
3567,3,1,45,27,14,33
3568,3,1,54,27,13,35
3569,3,1,56,27,12,36
3570,3,1,41,27,11,38
3571,3,1,53,27,10,38
3572,3,1,50,27,9,39
3573,3,1,51,27,8,41
3574,3,1,52,27,7,41
3575,3,1,42,27,6,42
3576,3,1,49,27,5,44
3577,3,1,43,27,4,49
3578,3,1,60,27,3,51
3579,3,1,47,27,2,52
3580,3,1,58,27,1,55
3581,3,1,45,28,20,25
3582,3,1,47,28,19,25
3583,3,1,58,28,18,28
3584,3,1,43,28,17,28
3585,3,1,56,28,16,32
3586,3,1,54,28,15,32
3587,3,1,44,28,14,33
3588,3,1,53,28,13,35
3589,3,1,52,28,12,38
3590,3,1,55,28,11,39
3591,3,1,49,28,10,39
3592,3,1,41,28,9,41
3593,3,1,50,28,8,44
3594,3,1,51,28,7,44
3595,3,1,60,28,6,45
3596,3,1,48,28,5,47
3597,3,1,42,28,4,52
3598,3,1,46,28,3,52
3599,3,1,59,28,2,52
3600,3,1,57,28,1,55
3601,3,1,44,29,20,25
3602,3,1,46,29,19,26
3603,3,1,57,29,18,29
3604,3,1,42,29,17,31
3605,3,1,43,29,16,33
3606,3,1,53,29,15,35
3607,3,1,55,29,14,35
3608,3,1,52,29,13,35
3609,3,1,51,29,12,38
3610,3,1,54,29,11,39
3611,3,1,48,29,10,42
3612,3,1,41,29,9,44
3613,3,1,49,29,8,44
3614,3,1,47,29,7,47
3615,3,1,50,29,6,47
3616,3,1,59,29,5,48
3617,3,1,60,29,4,52
3618,3,1,45,29,3,53
3619,3,1,58,29,2,55
3620,3,1,56,29,1,56
3621,3,1,43,30,20,28
3622,3,1,56,30,19,29
3623,3,1,45,30,18,29
3624,3,1,60,30,17,31
3625,3,1,42,30,16,33
3626,3,1,54,30,15,35
3627,3,1,51,30,14,36
3628,3,1,52,30,13,38
3629,3,1,50,30,12,38
3630,3,1,53,30,11,39
3631,3,1,48,30,10,44
3632,3,1,47,30,9,45
3633,3,1,41,30,8,47
3634,3,1,49,30,7,48
3635,3,1,46,30,6,50
3636,3,1,58,30,5,51
3637,3,1,59,30,4,55
3638,3,1,57,30,3,55
3639,3,1,44,30,2,56
3640,3,1,55,30,1,56
3641,3,1,42,31,20,28
3642,3,1,44,31,19,30
3643,3,1,59,31,18,31
3644,3,1,55,31,17,32
3645,3,1,60,31,16,36
3646,3,1,53,31,15,38
3647,3,1,52,31,14,39
3648,3,1,50,31,13,39
3649,3,1,51,31,12,41
3650,3,1,49,31,11,41
3651,3,1,47,31,10,44
3652,3,1,41,31,9,47
3653,3,1,46,31,8,48
3654,3,1,48,31,7,48
3655,3,1,45,31,6,50
3656,3,1,57,31,5,51
3657,3,1,43,31,4,56
3658,3,1,54,31,3,57
3659,3,1,56,31,2,58
3660,3,1,58,31,1,58
3661,3,1,60,32,20,28
3662,3,1,58,32,19,32
3663,3,1,43,32,18,33
3664,3,1,54,32,17,35
3665,3,1,59,32,16,36
3666,3,1,52,32,15,38
3667,3,1,50,32,14,41
3668,3,1,48,32,13,41
3669,3,1,49,32,12,42
3670,3,1,51,32,11,42
3671,3,1,46,32,10,47
3672,3,1,45,32,9,48
3673,3,1,47,32,8,48
3674,3,1,41,32,7,50
3675,3,1,44,32,6,53
3676,3,1,56,32,5,54
3677,3,1,42,32,4,56
3678,3,1,53,32,3,57
3679,3,1,57,32,2,59
3680,3,1,55,32,1,61
3681,3,1,59,33,20,31
3682,3,1,57,33,19,32
3683,3,1,42,33,18,34
3684,3,1,53,33,17,38
3685,3,1,58,33,16,39
3686,3,1,51,33,15,41
3687,3,1,47,33,14,41
3688,3,1,49,33,13,44
3689,3,1,48,33,12,45
3690,3,1,50,33,11,45
3691,3,1,45,33,10,47
3692,3,1,44,33,9,48
3693,3,1,46,33,8,48
3694,3,1,43,33,7,53
3695,3,1,41,33,6,53
3696,3,1,55,33,5,54
3697,3,1,60,33,4,56
3698,3,1,52,33,3,58
3699,3,1,54,33,2,61
3700,3,1,56,33,1,62
3701,3,1,58,34,20,31
3702,3,1,56,34,19,35
3703,3,1,60,34,18,35
3704,3,1,57,34,17,40
3705,3,1,50,34,16,41
3706,3,1,52,34,15,41
3707,3,1,46,34,14,44
3708,3,1,48,34,13,47
3709,3,1,44,34,12,47
3710,3,1,47,34,11,48
3711,3,1,49,34,10,48
3712,3,1,43,34,9,48
3713,3,1,45,34,8,48
3714,3,1,41,34,7,53
3715,3,1,54,34,6,55
3716,3,1,42,34,5,56
3717,3,1,59,34,4,56
3718,3,1,51,34,3,59
3719,3,1,55,34,2,62
3720,3,1,53,34,1,64
3721,3,1,57,35,20,34
3722,3,1,55,35,19,35
3723,3,1,59,35,18,36
3724,3,1,49,35,17,41
3725,3,1,56,35,16,41
3726,3,1,51,35,15,44
3727,3,1,45,35,14,44
3728,3,1,43,35,13,47
3729,3,1,48,35,12,48
3730,3,1,44,35,11,48
3731,3,1,47,35,10,50
3732,3,1,46,35,9,51
3733,3,1,42,35,8,51
3734,3,1,58,35,7,56
3735,3,1,53,35,6,56
3736,3,1,41,35,5,56
3737,3,1,60,35,4,59
3738,3,1,50,35,3,60
3739,3,1,52,35,2,64
3740,3,1,54,35,1,65
3741,3,1,56,36,20,37
3742,3,1,54,36,19,38
3743,3,1,58,36,18,39
3744,3,1,55,36,17,41
3745,3,1,48,36,16,44
3746,3,1,50,36,15,44
3747,3,1,44,36,14,44
3748,3,1,42,36,13,48
3749,3,1,43,36,12,48
3750,3,1,47,36,11,49
3751,3,1,46,36,10,51
3752,3,1,60,36,9,52
3753,3,1,45,36,8,54
3754,3,1,57,36,7,59
3755,3,1,41,36,6,59
3756,3,1,59,36,5,59
3757,3,1,52,36,4,59
3758,3,1,49,36,3,60
3759,3,1,51,36,2,64
3760,3,1,53,36,1,65
3761,3,1,55,37,20,38
3762,3,1,57,37,19,40
3763,3,1,53,37,18,41
3764,3,1,47,37,17,44
3765,3,1,49,37,16,44
3766,3,1,54,37,15,44
3767,3,1,43,37,14,44
3768,3,1,60,37,13,48
3769,3,1,42,37,12,49
3770,3,1,46,37,11,50
3771,3,1,59,37,10,53
3772,3,1,45,37,9,54
3773,3,1,44,37,8,55
3774,3,1,51,37,7,59
3775,3,1,48,37,6,61
3776,3,1,58,37,5,62
3777,3,1,41,37,4,62
3778,3,1,56,37,3,62
3779,3,1,50,37,2,65
3780,3,1,52,37,1,65
3781,3,1,54,38,20,39
3782,3,1,56,38,19,40
3783,3,1,52,38,18,41
3784,3,1,46,38,17,44
3785,3,1,53,38,16,44
3786,3,1,42,38,15,45
3787,3,1,48,38,14,47
3788,3,1,45,38,13,51
3789,3,1,59,38,12,51
3790,3,1,60,38,11,52
3791,3,1,44,38,10,54
3792,3,1,58,38,9,54
3793,3,1,43,38,8,55
3794,3,1,55,38,7,62
3795,3,1,50,38,6,62
3796,3,1,41,38,5,63
3797,3,1,47,38,4,64
3798,3,1,57,38,3,65
3799,3,1,49,38,2,66
3800,3,1,51,38,1,68
3801,4,1,61,1,20,0
3802,4,1,63,1,19,0
3803,4,1,69,1,18,0
3804,4,1,73,1,17,0
3805,4,1,74,1,16,0
3806,4,1,77,1,15,0
3807,4,1,79,1,14,0
3808,4,1,70,1,13,1
3809,4,1,71,1,12,1
3810,4,1,65,1,11,1
3811,4,1,75,1,10,1
3812,4,1,76,1,9,1
3813,4,1,66,1,8,1
3814,4,1,68,1,7,3
3815,4,1,62,1,6,3
3816,4,1,72,1,5,3
3817,4,1,64,1,4,3
3818,4,1,78,1,3,3
3819,4,1,67,1,2,3
3820,4,1,80,1,1,3
3821,4,1,62,2,20,0
3822,4,1,72,2,19,0
3823,4,1,76,2,18,0
3824,4,1,64,2,17,1
3825,4,1,65,2,16,1
3826,4,1,68,2,15,1
3827,4,1,70,2,14,1
3828,4,1,73,2,13,1
3829,4,1,80,2,12,3
3830,4,1,61,2,11,3
3831,4,1,78,2,10,3
3832,4,1,79,2,9,3
3833,4,1,74,2,8,4
3834,4,1,75,2,7,4
3835,4,1,69,2,6,4
3836,4,1,66,2,5,4
3837,4,1,71,2,4,4
3838,4,1,77,2,3,6
3839,4,1,67,2,2,6
3840,4,1,63,2,1,6
3841,4,1,80,3,20,0
3842,4,1,71,3,19,0
3843,4,1,72,3,18,1
3844,4,1,75,3,17,1
3845,4,1,67,3,16,2
3846,4,1,61,3,15,3
3847,4,1,77,3,14,3
3848,4,1,63,3,13,4
3849,4,1,68,3,12,4
3850,4,1,69,3,11,4
3851,4,1,64,3,10,4
3852,4,1,73,3,9,4
3853,4,1,74,3,8,4
3854,4,1,70,3,7,5
3855,4,1,79,3,6,6
3856,4,1,78,3,5,6
3857,4,1,62,3,4,7
3858,4,1,65,3,3,7
3859,4,1,76,3,2,9
3860,4,1,66,3,1,9
3861,4,1,79,4,20,1
3862,4,1,70,4,19,1
3863,4,1,63,4,18,4
3864,4,1,67,4,17,4
3865,4,1,71,4,16,4
3866,4,1,74,4,15,4
3867,4,1,76,4,14,4
3868,4,1,66,4,13,5
3869,4,1,69,4,12,5
3870,4,1,62,4,11,5
3871,4,1,73,4,10,5
3872,4,1,61,4,9,6
3873,4,1,77,4,8,6
3874,4,1,80,4,7,7
3875,4,1,72,4,6,7
3876,4,1,68,4,5,7
3877,4,1,64,4,4,7
3878,4,1,78,4,3,7
3879,4,1,65,4,2,10
3880,4,1,75,4,1,10
3881,4,1,69,5,20,1
3882,4,1,78,5,19,4
3883,4,1,70,5,18,4
3884,4,1,73,5,17,4
3885,4,1,62,5,16,5
3886,4,1,68,5,15,5
3887,4,1,72,5,14,5
3888,4,1,75,5,13,5
3889,4,1,61,5,12,6
3890,4,1,66,5,11,7
3891,4,1,67,5,10,7
3892,4,1,80,5,9,8
3893,4,1,65,5,8,8
3894,4,1,77,5,7,8
3895,4,1,71,5,6,8
3896,4,1,76,5,5,9
3897,4,1,79,5,4,10
3898,4,1,74,5,3,10
3899,4,1,63,5,2,10
3900,4,1,64,5,1,13
3901,4,1,68,6,20,1
3902,4,1,80,6,19,5
3903,4,1,71,6,18,5
3904,4,1,61,6,17,6
3905,4,1,66,6,16,7
3906,4,1,69,6,15,7
3907,4,1,77,6,14,7
3908,4,1,72,6,13,7
3909,4,1,64,6,12,8
3910,4,1,67,6,11,8
3911,4,1,76,6,10,8
3912,4,1,74,6,9,8
3913,4,1,78,6,8,10
3914,4,1,62,6,7,10
3915,4,1,73,6,6,10
3916,4,1,65,6,5,10
3917,4,1,70,6,4,11
3918,4,1,79,6,3,11
3919,4,1,75,6,2,12
3920,4,1,63,6,1,16
3921,4,1,67,7,20,1
3922,4,1,70,7,19,5
3923,4,1,79,7,18,6
3924,4,1,61,7,17,6
3925,4,1,71,7,16,7
3926,4,1,76,7,15,8
3927,4,1,65,7,14,8
3928,4,1,63,7,13,9
3929,4,1,66,7,12,9
3930,4,1,75,7,11,9
3931,4,1,73,7,10,9
3932,4,1,68,7,9,10
3933,4,1,80,7,8,10
3934,4,1,64,7,7,11
3935,4,1,72,7,6,11
3936,4,1,69,7,5,12
3937,4,1,77,7,4,13
3938,4,1,78,7,3,14
3939,4,1,74,7,2,15
3940,4,1,62,7,1,19
3941,4,1,66,8,20,1
3942,4,1,69,8,19,5
3943,4,1,61,8,18,7
3944,4,1,70,8,17,7
3945,4,1,64,8,16,8
3946,4,1,75,8,15,8
3947,4,1,62,8,14,9
3948,4,1,78,8,13,9
3949,4,1,72,8,12,9
3950,4,1,67,8,11,10
3951,4,1,65,8,10,12
3952,4,1,68,8,9,12
3953,4,1,74,8,8,12
3954,4,1,79,8,7,13
3955,4,1,71,8,6,14
3956,4,1,63,8,5,14
3957,4,1,76,8,4,16
3958,4,1,73,8,3,16
3959,4,1,77,8,2,17
3960,4,1,80,8,1,22
3961,4,1,65,9,20,2
3962,4,1,68,9,19,5
3963,4,1,61,9,18,7
3964,4,1,80,9,17,9
3965,4,1,77,9,16,10
3966,4,1,66,9,15,10
3967,4,1,69,9,14,10
3968,4,1,71,9,13,10
3969,4,1,63,9,12,11
3970,4,1,74,9,11,11
